Région;Dernier jour du mois;﻿Code région;Masse salariale (brute);Glissement annuel - Masse salariale;Assiette chômage partiel;Part de l'assiette chômage partiel
Provence-Alpes-Côte d'Azur;2021-05-31;93;3250818079;25.439480901;;
Provence-Alpes-Côte d'Azur;2021-10-31;93;3471552533;9.2416660101;;
Provence-Alpes-Côte d'Azur;2021-12-31;93;4061533875;11.841489117;;
Provence-Alpes-Côte d'Azur;2022-03-31;93;3781943783;15.482826276;9166564;0.24179101
Provence-Alpes-Côte d'Azur;2022-04-30;93;3739816504;16.918934594;5882684;0.1570516933
Provence-Alpes-Côte d'Azur;2022-06-30;93;3988974439;8.9805303696;4683045;0.1172620591
Provence-Alpes-Côte d'Azur;2022-10-31;93;3719606070;7.145319987;3149922;0.0846126366
Provence-Alpes-Côte d'Azur;2022-11-30;93;3977659453;6.5354797175;3810433;0.0957041773
Provence-Alpes-Côte d'Azur;2023-01-31;93;3777146047;8.3022891941;4186057;0.1107032359
Provence-Alpes-Côte d'Azur;2023-05-31;93;3977106917;6.9676098746;1870224;0.0470026324
Provence-Alpes-Côte d'Azur;2024-03-31;93;4169844333;3.3866914612;3069967;0.0735688964
Provence-Alpes-Côte d'Azur;2024-04-30;93;4147781348;3.9203869426;2586741;0.0623255804
Provence-Alpes-Côte d'Azur;2024-06-30;93;4403832846;4.1577738346;2903877;0.0658963125
Provence-Alpes-Côte d'Azur;2024-10-31;93;4029685059;3.4278074162;4756797;0.1179047107
Provence-Alpes-Côte d'Azur;2025-04-30;93;4232535201;2.0433539256;3695713;0.0872405937
Provence-Alpes-Côte d'Azur;2025-08-31;93;4157320386;2.8362650227;2203955;0.0529857459
Provence-Alpes-Côte d'Azur;2025-12-31;93;4634677877;1.1296115005;4281184;0.0922876004
Corse;2018-01-31;94;152962240;6.2460451781;113676;0.0742611921
Corse;2018-04-30;94;167752712;3.9537472979;79274;0.0472341428
Corse;2018-08-31;94;196002517;5.1881883489;37998;0.0193827281
Corse;2018-12-31;94;191581000;2.4006071611;117054;0.0610616527
Corse;2019-01-31;94;158633495;3.7076176447;117930;0.0742859474
Corse;2019-05-31;94;188772175;4.199332655;122118;0.0646488563
Corse;2019-06-30;94;203820561;4.1380506238;45552;0.0223440764
Corse;2019-10-31;94;184866941;4.4004610435;112578;0.0608597106
Corse;2020-02-28;94;165555092;4.8062669371;167351;0.1009827015
Corse;2020-05-31;94;127785186;-32.30719199;28339549;18.151863636
Corse;2020-08-31;94;192835040;-5.248007313;3595390;1.8303630451
Corse;2020-09-30;94;190236905;-4.687949186;3633181;1.874028673
Corse;2021-02-28;94;156198653;-5.65155616;;
Corse;2021-03-31;94;161694575;17.041648261;;
Corse;2021-06-30;94;208828396;25.903264589;;
Corse;2021-09-30;94;211760315;11.314003453;;
Corse;2021-10-31;94;201189400;12.044059471;;
Corse;2022-01-31;94;179600461;13.591193831;610040;0.3385152345
Corse;2022-02-28;94;180280406;15.417388395;486991;0.2694020095
Corse;2022-07-31;94;238223148;8.6248322196;87633;0.0367725705
Corse;2022-08-31;94;234559880;9.1504408182;69926;0.0298026927
Corse;2022-09-30;94;229042312;8.1611122462;149400;0.0651856032
Corse;2022-10-31;94;216624381;7.6718659134;103099;0.0475708018
Corse;2022-12-31;94;225665997;4.6926473546;273490;0.1210456851
Corse;2023-02-28;94;191255953;6.0880420915;139451;0.0728601613
Corse;2023-07-31;94;249967782;4.930097725;106341;0.042523792
Corse;2024-02-28;94;197534117;3.282597954;230454;0.1165294667
Corse;2024-04-30;94;217331003;2.3532188241;86072;0.039588427
Corse;2024-05-31;94;235564979;2.2919055732;109871;0.046619739
Corse;2024-06-30;94;251436975;1.0803774709;100769;0.0400611846
Corse;2024-08-31;94;249379447;2.1558755384;103155;0.0413475726
Corse;2025-01-31;94;199983812;1.1343341025;161179;0.0805311186
Corse;2025-04-30;94;220457156;1.4384293805;159079;0.0721066607
Corse;2025-05-31;94;238166936;1.1045601987;78613;0.032996629
Corse;2025-06-30;94;256708846;2.0966967965;53719;0.0209216636
Corse;2025-08-31;94;255972103;2.6436244363;125162;0.0488728374
Corse;2025-12-31;94;240282224;1.3477506415;138099;0.0574406516
Centre-Val de Loire;2019-09-30;24;1468253337;2.3967002624;1822336;0.123962054
Centre-Val de Loire;2020-01-31;24;1464057576;2.5653527574;1770633;0.1207940323
Centre-Val de Loire;2020-04-30;24;1111639811;-25.31931497;197309229;15.073866359
Centre-Val de Loire;2020-05-31;24;1222398280;-17.98855731;135549030;9.9819064408
Centre-Val de Loire;2020-07-31;24;1460895891;-4.260679707;31225831;2.0927133852
Centre-Val de Loire;2020-10-31;24;1441190412;-1.62976772;17185302;1.1783864634
Centre-Val de Loire;2020-12-31;24;1689085095;-2.755207013;38313816;2.2180062611
Centre-Val de Loire;2021-06-30;24;1644622625;10.384540971;;
Centre-Val de Loire;2021-07-31;24;1563229821;7.0048749285;;
Centre-Val de Loire;2023-06-30;24;1847132151;6.4628981131;1514083;0.0819022576
Centre-Val de Loire;2023-07-31;24;1734113173;5.4190314088;1199133;0.0691018554
Centre-Val de Loire;2023-10-31;24;1672548739;4.5370750443;1390942;0.0830939141
Centre-Val de Loire;2023-12-31;24;1946685813;4.361342632;1645960;0.0844804783
Centre-Val de Loire;2024-04-30;24;1775686193;4.4083864923;1176895;0.0662344222
Centre-Val de Loire;2024-08-31;24;1692060864;2.8837358348;918364;0.0542454381
Centre-Val de Loire;2024-12-31;24;1992721046;2.3648003541;1520670;0.0762530433
Centre-Val de Loire;2025-03-31;24;1817287467;1.7476221675;1287300;0.0707862016
Centre-Val de Loire;2025-07-31;24;1813914611;2.2333988577;1393779;0.0767791857
Centre-Val de Loire;2025-09-30;24;1769581733;2.4878673479;1402850;0.079212999
Centre-Val de Loire;2025-12-31;24;2021015486;1.4198896557;1744969;0.0862667152
Bourgogne-Franche-Comté;2018-06-30;27;1652660795;2.2701714001;1454840;0.0879527386
Bourgogne-Franche-Comté;2018-08-31;27;1466326931;1.9811306534;1186288;0.0808366143
Bourgogne-Franche-Comté;2018-10-31;27;1485953603;1.8166742079;1324579;0.0890606086
Bourgogne-Franche-Comté;2019-07-31;27;1584942926;2.3390922848;1098844;0.0692821602
Bourgogne-Franche-Comté;2019-11-30;27;1666065391;1.7524370765;2052015;0.1230138234
Bourgogne-Franche-Comté;2020-02-28;27;1499490539;2.5788197519;2051916;0.1366538784
Bourgogne-Franche-Comté;2020-06-30;27;1523299773;-8.796682031;79358483;4.9516784195
Bourgogne-Franche-Comté;2020-08-31;27;1464830802;-2.185219777;16010828;1.0811978591
Bourgogne-Franche-Comté;2020-09-30;27;1504717863;-1.099334137;14036705;0.9242247099
Bourgogne-Franche-Comté;2020-10-31;27;1492783628;-1.547413448;16200058;1.0735740983
Bourgogne-Franche-Comté;2021-01-31;27;1477011263;-2.617033918;;
Bourgogne-Franche-Comté;2021-03-31;27;1515838493;10.432285712;;
Bourgogne-Franche-Comté;2022-01-31;27;1574998933;6.6341857002;7358535;0.4650361975
Bourgogne-Franche-Comté;2022-08-31;27;1616627372;5.9079757386;2069611;0.1278566045
Bourgogne-Franche-Comté;2023-02-28;27;1659411431;6.7148207515;3456690;0.207875174
Bourgogne-Franche-Comté;2023-03-31;27;1750920992;5.5939328824;3641092;0.2075214114
Bourgogne-Franche-Comté;2023-04-30;27;1743508512;5.7288895137;3323335;0.1902492793
Bourgogne-Franche-Comté;2023-05-31;27;1737530991;5.4915342581;2554421;0.1467985986
Bourgogne-Franche-Comté;2023-06-30;27;1901426022;5.9941414193;2294459;0.1205249942
Bourgogne-Franche-Comté;2023-09-30;27;1725919932;3.6295850497;2141542;0.12392742
Bourgogne-Franche-Comté;2023-10-31;27;1710310928;3.8440294332;3133927;0.1829021221
Bourgogne-Franche-Comté;2024-03-31;27;1798076467;2.6931812009;2954259;0.1640315713
Bourgogne-Franche-Comté;2024-06-30;27;1936474471;1.8432717652;2632780;0.1357727892
Bourgogne-Franche-Comté;2024-07-31;27;1826365441;2.5806965892;2323638;0.1270657777
Bourgogne-Franche-Comté;2024-09-30;27;1765476927;2.2919368545;2354270;0.1331727828
Bourgogne-Franche-Comté;2024-10-31;27;1759978107;2.9039853624;2910828;0.165116925
Bourgogne-Franche-Comté;2025-02-28;27;1733455854;1.4990840328;3580927;0.2061514781
Bourgogne-Franche-Comté;2025-05-31;27;1801292559;1.4522314143;2615849;0.1450100786
Normandie;2018-08-31;28;1836751875;2.7083820122;1191844;0.0648465994
Normandie;2018-09-30;28;1876511861;2.3811825329;1010826;0.0538382842
Normandie;2019-01-31;28;1858904966;1.5753955881;2134586;0.1146985833
Normandie;2019-04-30;28;1941665801;3.4427112063;1946942;0.1001712922
Normandie;2019-06-30;28;2100725686;2.3689210489;1651939;0.0785747993
Normandie;2019-07-31;28;1981781485;3.3609635448;1616578;0.0815054744
Normandie;2019-09-30;28;1927120937;2.6969760784;1589702;0.082423043
Normandie;2019-10-31;28;1912425335;3.031749113;1962165;0.1024957069
Normandie;2019-11-30;28;2090546433;3.0852665467;1979113;0.0945801118
Normandie;2020-01-31;28;1911625928;2.8361300316;1668364;0.087198504
Normandie;2020-04-30;28;1436754555;-26.00402426;266548460;15.648916115
Normandie;2020-05-31;28;1589796021;-18.3124248;183311966;10.338454699
Normandie;2020-08-31;28;1864525312;-1.442090954;20785761;1.1025109489
Normandie;2020-09-30;28;1917403068;-0.504268768;17836544;0.9216710887
Normandie;2020-10-31;28;1894712291;-0.926208395;22960650;1.1973183492
Normandie;2021-02-28;28;1837914283;-2.456506764;;
Normandie;2021-05-31;28;1928909130;21.330604966;;
Normandie;2021-08-31;28;1965027019;5.3902034128;;
Normandie;2021-09-30;28;2019209666;5.3096085898;;
Normandie;2022-01-31;28;2023973133;7.6634345676;8402580;0.4134363517
Normandie;2022-04-30;28;2100451996;10.351515304;6787273;0.3220931339
Normandie;2022-06-30;28;2297923633;6.2689748797;4270074;0.1854784846
Normandie;2022-10-31;28;2108263169;5.5628278553;5117285;0.2421374244
Normandie;2022-12-31;28;2473550238;4.9609218311;4888171;0.1972278586
Normandie;2023-01-31;28;2156303684;6.5381574905;3686018;0.1706497951
Normandie;2023-06-30;28;2450968506;6.6601374738;3619084;0.1474416319
Normandie;2023-09-30;28;2227880744;4.0555778709;1882636;0.0844320979
Normandie;2023-11-30;28;2438115588;4.7346781622;3253421;0.1332621569
Normandie;2024-06-30;28;2497715055;1.9072684486;2187599;0.0875073674
Normandie;2025-02-28;28;2245603446;1.6084312158;2605006;0.1158703054
Normandie;2025-09-30;28;2332046765;1.8590230676;2054153;0.0880061776
Hauts-de-France;2018-06-30;32;3595941770;3.7508996144;2416593;0.0671582082
Hauts-de-France;2019-12-31;32;3947196468;1.7757106096;3631662;0.0919215385
Hauts-de-France;2020-02-28;32;3297001768;2.6446162928;5232595;0.1584561974
Hauts-de-France;2020-06-30;32;3417298761;-6.621948039;153412316;4.2964079897
Hauts-de-France;2021-02-28;32;3232309192;-1.962163825;;
Hauts-de-France;2021-11-30;32;3877205666;9.9161656948;;
Hauts-de-France;2022-01-31;32;3555964446;7.4137194418;14041049;0.3933060893
Hauts-de-France;2022-08-31;32;3604055304;6.1726934059;3248728;0.0900597225
Hauts-de-France;2022-10-31;32;3683027471;5.4297544504;8583667;0.2325181792
Hauts-de-France;2023-01-31;32;3771589434;6.063755453;11342858;0.2998430087
Hauts-de-France;2023-05-31;32;3903861777;5.3382456408;6485429;0.1658530217
Hauts-de-France;2023-12-31;32;4443518697;3.2256835234;7253600;0.1629739631
Hauts-de-France;2024-11-30;32;4407908040;3.1708650289;7426456;0.1681969057
Hauts-de-France;2025-07-31;32;4131849836;2.1295817971;4389426;0.1061211821
Grand Est;2018-11-30;44;3519873029;2.0038384067;2913829;0.0827137467
Grand Est;2019-01-31;44;3104490326;0.9090236921;6152626;0.1977927424
Pays de la Loire;2021-08-31;52;2608061482;5.8894918206;;
Pays de la Loire;2021-09-30;52;2674650351;6.3731966077;;
Pays de la Loire;2022-09-30;52;2879398864;7.6551506227;2635097;0.0914318511
Pays de la Loire;2022-11-30;52;3108852345;6.7941089513;4085989;0.1312582699
Pays de la Loire;2023-01-31;52;2935579531;8.0344321871;3759687;0.1279092585
Pays de la Loire;2023-02-28;52;2880549416;7.5591031819;3594632;0.1246342742
Pays de la Loire;2023-03-31;52;3090948173;6.9853397936;3399342;0.1098565039
Pays de la Loire;2023-06-30;52;3268301591;7.2321516351;2300870;0.0703500357
Pays de la Loire;2023-12-31;52;3423691783;4.1984907571;2432677;0.0710037545
Pays de la Loire;2024-05-31;52;3148899259;3.5658811497;2412171;0.0765449894
Pays de la Loire;2024-07-31;52;3214341739;3.0623249083;2621533;0.081490921
Pays de la Loire;2024-08-31;52;3056894396;3.7312849199;1821913;0.0595646283
Pays de la Loire;2025-09-30;52;3170769839;2.2983070943;3101365;0.0977155278
Bretagne;2018-05-31;53;1814318386;3.4059354591;1110790;0.0611860829
Bretagne;2018-08-31;53;1801758819;3.3493586454;1027364;0.0569875679
Bretagne;2018-09-30;53;1838033935;2.7061488196;971628;0.0528344242
Bretagne;2018-10-31;53;1808329976;3.787853687;1120198;0.0619081982
Bretagne;2018-11-30;53;1912768893;3.1069456869;1320054;0.0689651336
Bretagne;2019-01-31;53;1807957929;2.5268524132;1413970;0.0781470079
Bretagne;2019-02-28;53;1787188344;3.7828081477;1712584;0.095733865
Bretagne;2019-08-31;53;1883781808;4.5523844887;1263577;0.0670316487
Bretagne;2019-09-30;53;1911047697;3.9723837852;1124847;0.0588256015
Bretagne;2019-10-31;53;1875570751;3.7183907745;1910864;0.1017780406
Bretagne;2019-12-31;53;2240055051;3.9020057121;1324448;0.0590907519
Bretagne;2020-03-31;53;1748196682;-8.184476363;106372943;5.7357211919
Bretagne;2020-04-30;53;1405341832;-25.35097673;268528608;16.042377091
Bretagne;2020-09-30;53;1945776841;1.8172829519;11461291;0.5855849021
Bretagne;2020-11-30;53;1916327977;-3.507351383;78885752;3.9537494582
Bretagne;2020-12-31;53;2216456825;-1.053466342;50785367;2.2399621522
Bretagne;2021-02-28;53;1830527792;-1.641186378;;
Bretagne;2021-05-31;53;1923386084;21.015884193;;
Bretagne;2021-06-30;53;2147169933;11.777312755;;
Bretagne;2021-09-30;53;2061025441;5.9230122166;;
Bretagne;2021-11-30;53;2147762279;12.07696724;;
Bretagne;2021-12-31;53;2403641869;8.4452375471;;
Bretagne;2022-05-31;53;2141382462;11.333989562;2656900;0.1239202996
Bretagne;2022-06-30;53;2309834621;7.5757715074;2546696;0.1101330469
Bretagne;2022-09-30;53;2212051302;7.3277048403;1942109;0.0877197281
Bretagne;2022-10-31;53;2159928325;6.58288893;2196311;0.1015811468
Bretagne;2022-11-30;53;2303475943;7.2500418469;2416882;0.1048132842
Bretagne;2022-12-31;53;2530241327;5.2669850543;2482716;0.0980255234
Bretagne;2023-01-31;53;2210637629;8.6402217754;2477901;0.1119643763
Bretagne;2023-03-31;53;2343637804;7.3149973013;2307774;0.0983728703
Bretagne;2023-05-31;53;2292735053;7.0679849903;1095973;0.0477791515
Bretagne;2023-07-31;53;2380548243;6.1357511112;1084677;0.0455434165
Bretagne;2023-09-30;53;2322668621;5.0006669782;1115156;0.0479888022
Bretagne;2024-01-31;53;2288174593;3.5074479409;2428013;0.1059988753
Bretagne;2024-04-30;53;2376761373;4.5756336867;1949539;0.0819577945
Bretagne;2024-10-31;53;2353586077;3.7777640518;2330615;0.0989260362
Bretagne;2024-12-31;53;2711648970;2.86121425;2569424;0.0946653374
Bretagne;2025-01-31;53;2362386409;3.2432759383;3592795;0.1518523491
Bretagne;2025-06-30;53;2593708736;2.1808086143;2089453;0.0804936612
Bretagne;2025-07-31;53;2517880169;2.0231242777;2102220;0.0834220116
Bretagne;2025-08-31;53;2411712925;2.5170902379;1865053;0.0772733683
Bretagne;2025-10-31;53;2406546778;2.250213048;2013423;0.0835944644
Nouvelle-Aquitaine;2018-02-28;75;3028014618;4.0807928465;3362062;0.1109087505
Nouvelle-Aquitaine;2018-04-30;75;3191591636;3.9212924352;1683992;0.0527355667
Nouvelle-Aquitaine;2018-05-31;75;3208296146;3.3269622618;1392806;0.0433937999
Nouvelle-Aquitaine;2018-11-30;75;3422340208;3.5166828591;2211517;0.0645782916
Nouvelle-Aquitaine;2019-02-28;75;3134964143;3.5320016081;2735136;0.0871701128
Nouvelle-Aquitaine;2019-05-31;75;3336538254;3.997202944;2370952;0.0710097776
Nouvelle-Aquitaine;2019-07-31;75;3489766565;4.4678218357;2309405;0.0661327251
Nouvelle-Aquitaine;2019-08-31;75;3322197260;4.1121930866;2063575;0.0620762059
Nouvelle-Aquitaine;2019-10-31;75;3304620857;3.8803269835;2737830;0.082779954
Nouvelle-Aquitaine;2020-06-30;75;3345709490;-5.723042771;142232690;4.0778396734
Nouvelle-Aquitaine;2020-09-30;75;3355608401;0.5277710947;34868339;1.0284199443
Nouvelle-Aquitaine;2020-10-31;75;3293818419;-0.326888877;40915300;1.2269435418
Nouvelle-Aquitaine;2020-11-30;75;3383495708;-4.439717302;158040553;4.4624858071
Nouvelle-Aquitaine;2020-12-31;75;3770329153;-2.353624545;103030716;2.6599830505
Nouvelle-Aquitaine;2021-02-28;75;3181939159;-2.495212384;;
Nouvelle-Aquitaine;2021-03-31;75;3370788805;12.379333823;;
Nouvelle-Aquitaine;2021-05-31;75;3377788501;22.8556108;;
Nouvelle-Aquitaine;2021-09-30;75;3569611092;6.3774632027;;
Nouvelle-Aquitaine;2021-11-30;75;3811152644;12.639499881;;
Nouvelle-Aquitaine;2022-02-28;75;3491932731;9.7422847047;10295685;0.2939752574
Nouvelle-Aquitaine;2022-09-30;75;3811899172;6.78752037;4935614;0.1293117014
Nouvelle-Aquitaine;2022-11-30;75;4032792088;5.8155488563;5393923;0.1335729207
Nouvelle-Aquitaine;2022-12-31;75;4317526456;4.8787862445;5233507;0.121068647
Nouvelle-Aquitaine;2023-02-28;75;3752598465;7.4647982673;4662429;0.1240911699
Nouvelle-Aquitaine;2023-03-31;75;3993445279;6.4085849008;4740922;0.1185768186
Nouvelle-Aquitaine;2023-07-31;75;4138466727;4.9509854454;2513219;0.0606914072
Nouvelle-Aquitaine;2023-10-31;75;3934276865;4.8391329191;3692762;0.0937732474
Nouvelle-Aquitaine;2024-06-30;75;4370928667;2.2274979909;2121580;0.0485148782
Nouvelle-Aquitaine;2024-07-31;75;4294197255;3.7630006056;2166888;0.0504353897
Nouvelle-Aquitaine;2024-09-30;75;4075167609;2.4007884298;3101556;0.076050792
Nouvelle-Aquitaine;2025-01-31;75;4022719575;1.9569433855;4301685;0.1068205187
Nouvelle-Aquitaine;2025-04-30;75;4171590820;1.9567654606;2916714;0.0698696547
Nouvelle-Aquitaine;2025-06-30;75;4438320911;1.5418289598;2634038;0.0593124233
Nouvelle-Aquitaine;2025-09-30;75;4137309208;1.5248844946;2763659;0.0667538734
Occitanie;2018-02-28;76;3012955564;3.5486417789;4843489;0.1604973994
Occitanie;2018-05-31;76;3178422698;3.2901179955;2423800;0.0761998418
Occitanie;2018-09-30;76;3189303206;3.2614869739;1394726;0.0437122545
Occitanie;2018-11-30;76;3373664466;3.9865848501;3273290;0.0969307176
Occitanie;2019-02-28;76;3133064451;3.9864141521;2555818;0.0815091682
Occitanie;2019-03-31;76;3312027369;3.4434132832;1845439;0.055688287
Occitanie;2019-04-30;76;3404427664;4.2314830409;2613416;0.0767063249
Occitanie;2019-08-31;76;3287354899;4.2414388908;1841071;0.055973284
Occitanie;2019-09-30;76;3317158600;4.0088817444;1902937;0.057333586
Occitanie;2019-12-31;76;3918800941;3.015038659;2638573;0.0672858268
Occitanie;2020-02-28;76;3272833809;4.4611070147;2211689;0.0675315504
Occitanie;2020-07-31;76;3289002040;-4.9724764;111357488;3.2748739386
Occitanie;2020-10-31;76;3215788638;-2.115539025;75632919;2.2978800403
Occitanie;2021-04-30;76;3338783921;32.446164325;;
Occitanie;2021-06-30;76;3737385415;13.47109071;;
Occitanie;2021-11-30;76;3758387421;12.871202344;;
Occitanie;2022-01-31;76;3524646828;9.8953005065;14308272;0.4043078139
Occitanie;2022-02-28;76;3495902073;10.745074052;13468624;0.3837902907
Occitanie;2022-04-30;76;3807755892;14.046191131;7071930;0.1853800572
Occitanie;2022-11-30;76;4006740013;6.6079561307;4827020;0.1203275418
Occitanie;2022-12-31;76;4354246220;6.1240522393;4025522;0.0923650988
Occitanie;2023-01-31;76;3817363356;8.3048470466;4838626;0.1265926297
Occitanie;2023-05-31;76;3980775798;6.8533648991;2124708;0.0533457463
Occitanie;2023-11-30;76;4221424639;5.3580872556;3838707;0.0908513076
Occitanie;2024-01-31;76;3988038057;4.4710100947;3016665;0.0755856587
Occitanie;2024-04-30;76;4243065160;4.8874088198;2948535;0.0694424279
Occitanie;2024-05-31;76;4128114372;3.7012527577;3594610;0.0870005612
Occitanie;2024-07-31;76;4234966648;3.5898199863;2307845;0.0544653174
Occitanie;2024-10-31;76;4067291948;3.2896807299;3262289;0.0801436072
Occitanie;2024-11-30;76;4357909362;3.2331436582;2687225;0.0616251686
Occitanie;2025-02-28;76;4021757282;1.8868499952;3133139;0.077844082
Occitanie;2025-03-31;76;4287909108;1.9667635699;3044077;0.0709417434
Occitanie;2025-06-30;76;4487722824;1.7562550763;2862384;0.0637418926
Occitanie;2025-07-31;76;4315016757;1.8902181683;2560134;0.0592956203
Occitanie;2025-12-31;76;4721138415;1.1145864343;3730250;0.0789492844
Auvergne-Rhône-Alpes;2018-02-28;84;5363896590;3.5535155591;9238339;0.1719357344
Auvergne-Rhône-Alpes;2018-03-31;84;5791372193;4.1429294183;7937028;0.1368616105
Auvergne-Rhône-Alpes;2018-04-30;84;5690403899;4.3237803366;4508272;0.0791631524
Auvergne-Rhône-Alpes;2018-06-30;84;5951245106;3.7511187557;4804149;0.0806599945
Auvergne-Rhône-Alpes;2018-07-31;84;5679561069;3.6726682165;4062785;0.071482299
Auvergne-Rhône-Alpes;2018-09-30;84;5458616262;3.1568277727;3323636;0.0608508344
Auvergne-Rhône-Alpes;2018-10-31;84;5455010395;3.8914780759;4359352;0.079850829
Auvergne-Rhône-Alpes;2018-12-31;84;6646903375;3.0211784279;5095989;0.0766083807
Auvergne-Rhône-Alpes;2019-04-30;84;5900321258;3.6889711649;6275510;0.1062457833
Auvergne-Rhône-Alpes;2019-05-31;84;5711365427;3.475089984;5679220;0.0993383881
Auvergne-Rhône-Alpes;2019-06-30;84;6120510354;2.8441989027;6272679;0.1023812818
Auvergne-Rhône-Alpes;2019-11-30;84;6107501721;2.9650070028;7399618;0.1210096057
Auvergne-Rhône-Alpes;2019-12-31;84;6820340761;2.6092960318;5990615;0.0877574596
Auvergne-Rhône-Alpes;2020-01-31;84;5835146773;4.0460880381;5868694;0.1004738651
Auvergne-Rhône-Alpes;2020-04-30;84;4382375432;-25.72649454;826126853;15.861121063
Auvergne-Rhône-Alpes;2020-06-30;84;5740525630;-6.208382995;272952695;4.5390151963
Auvergne-Rhône-Alpes;2020-08-31;84;5485041120;-0.548732858;66598950;1.1996265817
Auvergne-Rhône-Alpes;2020-10-31;84;5603229967;-0.715572647;76197216;1.341635583
Auvergne-Rhône-Alpes;2020-12-31;84;6566738581;-3.718321252;180608813;2.6767380195
Auvergne-Rhône-Alpes;2021-03-31;84;5964570198;9.1437130594;;
Auvergne-Rhône-Alpes;2021-04-30;84;5807472976;32.518837469;;
Auvergne-Rhône-Alpes;2021-05-31;84;5774152543;22.694750333;;
Auvergne-Rhône-Alpes;2021-07-31;84;6201306139;8.0786466401;;
Auvergne-Rhône-Alpes;2021-09-30;84;5993134045;5.8458214991;;
Auvergne-Rhône-Alpes;2021-11-30;84;6516314477;11.050497559;;
Auvergne-Rhône-Alpes;2022-04-30;84;6675807308;14.952016748;14093150;0.2106630747
Auvergne-Rhône-Alpes;2022-05-31;84;6364133072;10.217612448;11945051;0.1873416663
Auvergne-Rhône-Alpes;2022-09-30;84;6403379051;6.845249963;8540302;0.1331941581
Auvergne-Rhône-Alpes;2023-03-31;84;7197231326;5.8053888899;9509958;0.131959198
Auvergne-Rhône-Alpes;2023-04-30;84;7021165322;5.1732771494;7385228;0.1050746942
Auvergne-Rhône-Alpes;2023-05-31;84;6756733023;6.1689462894;5993047;0.0886188046
Auvergne-Rhône-Alpes;2023-07-31;84;6942453868;5.5062014318;5693218;0.0819386511
Auvergne-Rhône-Alpes;2023-08-31;84;6522070574;5.3544748017;5553500;0.0850768968
Auvergne-Rhône-Alpes;2023-10-31;84;6665134151;4.9294730514;8497844;0.1273346209
Auvergne-Rhône-Alpes;2023-12-31;84;7845178184;3.9727017722;9830200;0.1251456335
Auvergne-Rhône-Alpes;2024-07-31;84;7175328468;3.3543557426;5521136;0.0768869466
Auvergne-Rhône-Alpes;2024-09-30;84;6889452673;3.0216792377;6245782;0.0905750453
Auvergne-Rhône-Alpes;2024-12-31;84;8023252190;2.2698529189;7833404;0.0975385446
Auvergne-Rhône-Alpes;2025-01-31;84;7144417698;2.4453635221;13206599;0.1845109278
Auvergne-Rhône-Alpes;2025-03-31;84;7615725785;1.7877621537;8033776;0.1053781397
Auvergne-Rhône-Alpes;2025-07-31;84;7268052885;1.29226721;7902733;0.1086143651
Provence-Alpes-Côte d'Azur;2018-05-31;93;3190773153;3.6121391684;2945196;0.0922184012
Provence-Alpes-Côte d'Azur;2018-07-31;93;3281691315;3.6196247544;2631189;0.0801136002
Provence-Alpes-Côte d'Azur;2018-08-31;93;3156722113;3.3939563923;2353244;0.0744915437
Provence-Alpes-Côte d'Azur;2018-09-30;93;3182922299;3.4830538994;2282773;0.0716680072
Provence-Alpes-Côte d'Azur;2018-10-31;93;3146818981;3.7383903536;4224044;0.1340522477
Provence-Alpes-Côte d'Azur;2018-11-30;93;3369159030;3.1905752761;4914070;0.1456420728
Provence-Alpes-Côte d'Azur;2019-07-31;93;3407396451;3.8304984818;3218946;0.0943802108
Provence-Alpes-Côte d'Azur;2019-08-31;93;3262869082;3.3625693108;2621546;0.08028031
Provence-Alpes-Côte d'Azur;2020-03-31;93;2973868489;-9.703129516;219113948;6.862359951
Provence-Alpes-Côte d'Azur;2020-05-31;93;2591542994;-21.22188822;374597242;12.629114344
Provence-Alpes-Côte d'Azur;2021-03-31;93;3274897147;10.122460328;;
Provence-Alpes-Côte d'Azur;2021-11-30;93;3733647667;15.051790835;;
Provence-Alpes-Côte d'Azur;2022-01-31;93;3487595761;11.238589494;14168962;0.4046234719
Provence-Alpes-Côte d'Azur;2022-07-31;93;3861121482;7.6474923628;3910414;0.1011741715
Provence-Alpes-Côte d'Azur;2022-12-31;93;4310976778;6.1415935624;4437877;0.1028377886
Provence-Alpes-Côte d'Azur;2023-02-28;93;3699574923;7.060702708;4022070;0.1085990189
Provence-Alpes-Côte d'Azur;2023-04-30;93;3991306682;6.7246662431;2253220;0.0564213397
Provence-Alpes-Côte d'Azur;2023-11-30;93;4169943182;4.8340922915;2684355;0.0643324854
Provence-Alpes-Côte d'Azur;2023-12-31;93;4442987519;3.0622002344;2760456;0.0620920488
Provence-Alpes-Côte d'Azur;2024-05-31;93;4093442010;2.9251185706;2686537;0.0655872239
Provence-Alpes-Côte d'Azur;2024-07-31;93;4209017904;3.3309297681;2523069;0.0599084519
Provence-Alpes-Côte d'Azur;2024-08-31;93;4042659839;3.0610795867;2194640;0.0542575762
Provence-Alpes-Côte d'Azur;2025-02-28;93;3955264494;2.3162558193;3812178;0.0962895724
Provence-Alpes-Côte d'Azur;2025-07-31;93;4317382376;2.5745785471;2341072;0.0541949509
Provence-Alpes-Côte d'Azur;2025-09-30;93;4177834006;2.2273470722;3160449;0.0755908441
Provence-Alpes-Côte d'Azur;2025-11-30;93;4408522160;2.3795940994;4262328;0.0965904411
