Région;Dernier jour du mois;﻿Code région;Taux d'impayés fin de mois (%);Taux d'impayés fin de mois suivant (%);Taux d'impayés à échéance + 90 jours (%);Glissement trimestriel - Tx imp. fin de mois;Glissement trimestriel - Tx imp. fin de mois suivant;Glissement trimestriel - Tx imp. à 90 jours;Glissement annuel - Tx imp. fin de mois;Glissement annuel - Tx imp. fin de mois suivant;Glissement annuel - Tx imp. à 90 jours
Martinique;2023-08-31;02;5.466239;4.776782;4.219228;0.145125;-0.316134;-0.442815;-0.337955;-0.361578;-0.682802
Martinique;2023-11-30;02;5.345354;4.762105;4.322211;-0.120885;-0.014677;0.102983;-0.652292;-0.410193;-0.514553
Martinique;2024-03-31;02;5.085122;4.132102;3.91416;-0.175987;-0.433961;-0.149432;0.048881;-0.927761;-0.520023
Martinique;2024-09-30;02;5.140436;4.639615;4.117063;0.229985;-0.050479;0.176227;-0.694009;-0.288952;-0.416289
Martinique;2025-01-31;02;5.959701;4.588593;3.7655934629;-0.191589;-0.038224;-0.293077537;1.309709;0.906816;0.449942463
Martinique;2025-02-28;02;5.425842;4.613049;4.3878791825;0.36606;0.280873;0.3639431825;0.641873;0.167698;0.3797911825
Martinique;2025-06-30;02;4.986965;4.040173;3.5172317426;0.075078;0.037323;-0.165447289;0.076514;-0.649921;-0.423604257
Martinique;2025-10-31;02;4.352956;3.85894;3.2920746372;-0.622935;-0.451858;-0.363403727;-1.798334;-0.767877;-0.766596363
Martinique;2025-12-31;02;4.494397;3.759027;;-0.154808;-0.278994;;-0.395037;-0.732638;
Martinique;2026-01-31;02;4.3022856192;4.2525481814;;-0.050670381;0.3936081814;;-1.657415381;-0.336044819;
Martinique;2026-02-28;02;4.6375971214;;;0.3016571215;;;-0.788244879;;
Guyane;2004-06-30;03;4.340851;3.790653;3.517708;-0.935785;-1.004641;-0.511424;;;
Guyane;2004-12-31;03;5.543399;3.909861;3.520645;0.474339;-0.483357;-0.444151;;;
Guyane;2005-01-31;03;4.755101;3.32705;2.801319;-0.465447;-1.381385;-0.615698;-0.092213;-0.619671;0.589304
Guyane;2005-10-31;03;3.826575;3.614082;3.19034;-0.538471;0.111054;-2.255863;-1.393973;-1.094353;-0.226677
Guyane;2005-11-30;03;5.522205;3.36426;2.91503;0.576774;-2.366032;0.332509;0.126046;-2.012186;-0.455804
Guyane;2005-12-31;03;5.801924;4.025247;3.588616;0.343842;0.151253;0.783506;0.258525;0.115386;0.067971
Guyane;2006-01-31;03;5.553818;4.189019;3.798904;1.727243;0.574937;0.608564;0.798717;0.861969;0.997585
Guyane;2006-02-28;03;5.429171;3.509799;3.301752;-0.093034;0.145539;0.386722;-3.860079;-3.057369;-2.338572
Guyane;2006-03-31;03;5.70119;4.035782;3.047267;-0.100734;0.010535;-0.541349;0.780039;-0.131536;-0.447431
Guyane;2006-05-31;03;7.607391;5.363975;3.901785;2.17822;1.854176;0.600033;3.362658;1.585668;0.477377
Guyane;2006-09-30;03;6.173833;5.315267;3.72123;0.145529;-0.286044;-0.195866;0.715751;1.441273;0.91612
Guyane;2006-11-30;03;6.130173;4.794535;3.518745;0.202554;0.264199;-0.300796;0.607968;1.430275;0.603715
Guyane;2007-12-31;03;4.468974;3.063059;3.082268;-1.054552;-1.432187;0.338183;-0.967759;-2.343329;-0.242631
Guyane;2008-11-30;03;7.000489;6.510569;4.397423;0.162627;0.782143;0.561929;1.411652;1.724266;0.517181
Guyane;2008-12-31;03;7.100802;7.102083;5.425509;0.357261;0.921451;0.384824;2.631828;4.039024;2.343241
Guyane;2009-04-30;03;7.7188669999;7.172533;6.8735729999;0.385215;1.174098;1.750111;0.451568;1.084724;2.4063769999
Guyane;2009-06-30;03;8.3101959999;7.1598879999;6.4842139999;1.947212;1.977814;2.6275389999;1.3453799999;2.7521609999;2.945396
Guyane;2009-07-31;03;8.284998;7.281255;5.899204;0.5661310001;0.108722;-0.974369;1.4708610001;1.665018;1.56651
Guyane;2009-10-31;03;5.735538;4.926649;4.109778;-2.54946;-2.354606;-1.789426;-1.817992;-1.447481;-0.817907
Guyane;2009-11-30;03;6.043138;5.411267;4.128216;0.664543;0.201584;-0.600386;-0.957351;-1.099302;-0.269207
Guyane;2009-12-31;03;6.710888;4.850405;4.569101;-0.347172;-1.354651;-0.564463;-0.389914;-2.251678;-0.856408
Guyane;2010-02-28;03;9.3075659999;7.8988669999;8.482974;3.2644279999;2.4875999999;4.354758;3.106656;2.885114;4.026348
Guyane;2010-06-30;03;9.79792;6.9881889999;5.420998;2.030165;-0.131948;-1.027577;1.4877240001;-0.171699;-1.063216
Guyane;2010-10-31;03;6.34412;4.548873;3.3597;-0.512365;-0.048444;-0.636105;0.608582;-0.377776;-0.750078
Guyane;2010-11-30;03;10.347722;6.841062;4.762192;2.9684419999;0.925158;0.245282;4.3045839999;1.429795;0.633976
Guyane;2011-08-31;03;7.802664;6.237264;6.5524729999;-0.24577;-0.191192;1.328259;0.423384;0.32136;2.0355629999
Guyane;2011-10-31;03;7.899511;7.0129119999;6.032121;0.920791;2.560343;2.101576;1.555391;2.464039;2.672421
Guyane;2012-03-31;03;5.68461;4.61671;3.142086;-0.642272;-0.126511;-0.434802;-4.847216;-3.442003;-3.023433
Guyane;2012-04-30;03;7.4308499999;5.399064;4.044192;1.101458;0.786604;0.180881;-0.488035;-0.61376;-0.789104
Guyane;2012-07-31;03;8.93479;6.9383749999;5.359555;1.50394;1.5393109999;1.315363;1.9560700001;2.485806;1.42901
Guyane;2012-08-31;03;7.7685679999;6.114138;4.39934;0.464702;0.422502;-0.428256;-0.034096;-0.123126;-2.153133
Guyane;2012-12-31;03;6.7222369999;5.258569;4.075858;-0.054987;-0.526363;-0.522463;0.395355;0.515348;0.49897
Guyane;2013-02-28;03;7.8541209999;7.26927;6.048987;0.328605;0.852;1.277096;2.530994;3.676088;3.116558
Guyane;2013-03-31;03;7.110847;6.373105;4.848401;0.38861;1.114536;0.772543;1.426237;1.756395;1.706315
Guyane;2013-04-30;03;8.110855;7.564417;6.6955509999;0.6575500001;0.521176;1.079462;0.680005;2.165353;2.6513589999
Guyane;2013-06-30;03;7.863863;5.441107;4.317197;0.753016;-0.931998;-0.531204;0.7197800001;-0.883656;-0.610761
Guyane;2013-08-31;03;6.654463;5.594193;4.389434;-0.514626;-1.630988;-0.45306;-1.114105;-0.519945;-0.009906
Guyane;2013-10-31;03;7.181505;6.4927169999;5.767619;-0.267697;-0.43534;-0.17646;-0.092249;-0.199831;0.413883
Guyane;2014-01-31;03;6.947127;6.211366;5.096012;-0.234378;-0.281351;-0.671607;-0.506178;-0.831875;-0.520077
Guyane;2014-05-31;03;6.508589;4.692074;4.386749;0.1671540001;-0.678666;-0.511473;-0.6605;-2.533107;-0.455745
Guyane;2014-08-31;03;6.241162;5.386696;4.345886;-0.267427;0.694622;-0.040863;-0.413301;-0.207497;-0.043548
Guyane;2014-09-30;03;7.323294;6.549071;4.911242;1.140131;1.618114;0.360559;0.40169;1.050226;0.176194
Guyane;2014-10-31;03;7.415997;5.663566;4.138835;1.545268;1.152579;0.309856;0.234492;-0.829151;-1.628784
Guyane;2014-12-31;03;8.6389399999;6.6979439999;5.166465;1.315646;0.1488729999;0.255223;-0.251929;0.1016509999;-0.597908
Guyane;2015-03-31;03;8.723915;5.822319;5.455515;0.084975;-0.875625;0.28905;1.8481810001;-0.103617;0.031238
Guyane;2015-04-30;03;6.8484539999;5.80548;4.037903;1.087456;0.613746;0.558056;0.3380419999;0.143939;-1.028121
Guyane;2015-05-31;03;8.4742859999;6.245599;5.294874;0.0210589999;-0.329732;0.207194;1.9656969999;1.553525;0.908125
Guyane;2015-06-30;03;8.667697;7.2224029999;6.421297;-0.056218;1.4000839999;0.965782;2.484534;2.2914459999;1.870614
Guyane;2015-07-31;03;7.91334;5.838544;5.283423;1.064886;0.033064;1.24552;2.042611;1.327557;1.454444
Guyane;2015-08-31;03;8.3116459999;7.513204;6.701303;-0.16264;1.267605;1.406429;2.070484;2.126508;2.355417
Guyane;2015-09-30;03;7.6588579999;7.8212709999;6.499656;-1.008839;0.598868;0.078359;0.3355639999;1.2721999999;1.588414
Guyane;2015-11-30;03;8.8892459999;7.418161;6.5375089999;0.5776;-0.095043;-0.163794;2.302369;1.362069;1.637175
Guyane;2015-12-31;03;8.6935589999;7.474554;6.339511;1.034701;-0.346717;-0.160145;0.054619;0.77661;1.173046
Guyane;2016-01-31;03;8.137948;6.9390129999;5.661669;0.857819;0.027979;-0.086297;2.37695;1.7472789999;2.181822
Guyane;2016-04-30;03;7.5708689999;6.223361;5.455024;-0.567079;-0.715652;-0.206645;0.722415;0.417881;1.417121
Guyane;2016-06-30;03;7.8264369999;5.705521;5.236711;0.208249;0.7495;0.300011;-0.84126;-1.516882;-1.184586
Guyane;2016-12-31;03;7.776373;6.089365;5.18657;1.223041;0.540513;1.129277;-0.917186;-1.385189;-1.152941
Guyane;2017-02-28;03;7.2002559999;6.3954689999;5.78245;-0.317955;0.3991879999;0.907946;-1.608872;-0.109286;-0.284271
Guyane;2017-06-30;03;14.806422;11.905169;10.893069;1.284333;-0.233033;-0.304871;6.9799849999;6.199648;5.6563579999
Guyane;2018-02-28;03;8.001551;6.108308;4.791722;-0.057466;-0.871555;-0.498929;0.801295;-0.287161;-0.990728
Guyane;2018-03-31;03;8.0808979999;6.231258;4.862023;0.508105;-0.205045;-0.563771;-5.441191;-5.906944;-6.335917
Guyane;2018-11-30;03;6.6456099999;6.459665;5.789145;-1.810242;0.634543;1.455029;-1.413407;-0.520198;0.498494
Guyane;2019-01-31;03;6.19291;5.277671;4.67872;-0.773055;-0.574095;-0.098123;-2.225812;-1.396456;-0.505503
Guyane;2019-02-28;03;7.2083239999;4.977794;3.548513;0.562714;-1.481871;-2.240632;-0.793227;-1.130514;-1.243209
Guyane;2019-03-31;03;7.432703;4.455196;4.508505;0.4610440001;-1.420338;0.38916;-0.648195;-1.776062;-0.353518
Guyane;2019-06-30;03;;7.5691849999;7.162196;;3.1139889999;2.653691;;2.6045929999;3.508831
Guyane;2020-04-30;03;25.509918;24.437899;21.490241;18.370511;18.757515;16.333673;17.987978;18.978043;16.128288
Guyane;2020-08-31;03;9.4093389999;8.422351;8.5299259999;-14.254533;-12.338147;-8.623734;1.683298;1.576647;2.087262
Guyane;2020-11-30;03;11.794775;9.5314089999;8.401324;2.3854360001;1.1090579999;-0.128602;3.855213;4.067746;3.621468
Guyane;2020-12-31;03;10.398477;9.0715509999;7.9396249999;-1.126292;0.841218;0.6515759999;4.628611;4.011292;3.1041169999
Guyane;2021-01-31;03;8.463445;8.091567;7.095897;0.852459;0.709386;0.384837;1.324038;2.411183;1.939329
Guyane;2021-03-31;03;6.6392659999;6.104793;5.587235;-3.759211;-2.966758;-2.35239;-10.740942;-11.341997;-10.931994
Guyane;2021-04-30;03;5.571134;5.545868;4.830139;-2.892311;-2.545699;-2.265758;-19.938784;-18.892031;-16.660102
Guyane;2021-05-31;03;9.0343729999;7.7360019999;7.068773;0.635221;0.361552;0.1561280001;-14.629499;-13.024496;-10.084887
Guyane;2021-06-30;03;7.0910549999;5.25372;4.867331;0.451789;-0.851073;-0.719904;-15.987205;-14.400682;-9.605437
Guyane;2021-11-30;03;5.755921;4.8509;6.101228;-0.626643;-0.760102;1.688991;-6.038854;-4.680509;-2.300096
Guyane;2022-01-31;03;6.016607;5.475768;4.051209;-0.547945;0.153467;-0.503733;-2.446838;-2.615799;-3.044688
Guyane;2022-02-28;03;;4.965308;4.975899;;0.114408;-1.125329;;-2.409142;-1.936746
Guyane;2022-03-31;03;5.418132;5.423876;5.077283;-0.147734;0.519657;1.160734;-1.221134;-0.680917;-0.509952
Guyane;2022-07-31;03;5.449406;4.552239;4.209899;-0.309493;-0.570002;-0.454657;-1.427689;-0.689801;0.384213
Guyane;2022-08-31;03;5.15721;4.26194;4.096889;-1.060942;-1.494542;-0.833418;-1.225354;-1.349062;-0.315348
Guyane;2022-10-31;03;5.837578;4.852656;4.389004;0.388172;0.300417;0.179105;-0.726974;-0.469645;-0.165938
Guyane;2023-04-30;03;5.762451;5.348158;4.60338;-0.66047;-0.95635;-1.451147;0.003552;0.225917;-0.061176
Guyane;2023-06-30;03;5.75219;4.378615;4.27534;-1.444626;-2.419396;-1.467745;0.403053;0.665874;0.821471
Guyane;2023-09-30;03;5.205237;5.011752;4.606141;-0.546953;0.633137;0.330801;-0.811617;-0.857076;-1.044843
Guyane;2023-11-30;03;4.528728;4.337123;3.866451;-2.822827;-2.773472;-0.787964;-1.837247;-1.878276;-0.988924
Guyane;2023-12-31;03;4.77733;4.388792;3.696355;-0.427907;-0.62296;-0.909786;-3.094975;-2.078612;-2.124185
Guyane;2024-01-31;03;4.499069;3.913886;3.35952;-3.045403;-1.808809;-2.432511;-1.923852;-2.390622;-2.695007
Guyane;2024-04-30;03;3.894071;2.926012;2.717189;-0.604998;-0.987874;-0.642331;-1.86838;-2.422146;-1.886191
Guyane;2024-05-31;03;4.708414;3.947146;3.379734;0.368089;0.179277;0.277431;-1.894149;-3.084932;-2.318525
Guyane;2024-06-30;03;4.121984;3.847564;3.827251;-0.237016;0.292187;0.955946;-1.630206;-0.531051;-0.448089
Guyane;2025-02-28;03;3.230865;3.369162;2.3606564187;-0.099837;0.443703;-0.679972581;-1.10946;-0.398707;-0.741646581
Guyane;2025-11-30;03;4.987671;4.35691;3.9870479757;0.329503;0.173529;0.0041940124;1.656969;1.431451;0.9464189757
La Réunion;2004-01-31;04;3.024664;2.150073;1.107816;;;;;;
La Réunion;2004-03-31;04;2.859683;2.177021;1.435736;;;;;;
La Réunion;2004-05-31;04;2.89758;2.258756;1.355198;-0.193463;0.213492;0.048665;;;
La Réunion;2004-12-31;04;3.194353;2.117586;1.594956;0.363887;0.07583;0.177846;;;
La Réunion;2005-01-31;04;4.113032;2.732515;1.647798;1.54512;1.009194;0.267465;1.088368;0.582442;0.539982
La Réunion;2005-02-28;04;2.875412;2.104258;1.490608;-0.191689;0.094476;-0.199591;-0.215631;0.058994;0.184075
La Réunion;2005-04-30;04;2.792825;1.930618;1.204839;-1.320207;-0.801897;-0.442959;-0.083184;-0.167176;-0.216131
La Réunion;2005-06-30;04;2.166406;1.708055;1.044772;-0.622946;-0.282762;-0.317169;-0.538914;-0.30648;-0.35216
La Réunion;2005-09-30;04;2.226194;1.720255;1.190391;0.059788;0.0122;0.145619;-0.604272;-0.321501;-0.226719
La Réunion;2005-10-31;04;3.5867;2.618926;1.340117;1.168669;0.198075;-0.133471;1.018788;0.895605;-0.040216
La Réunion;2006-02-28;04;3.494537;2.944325;2.46592;0.460328;0.858071;1.61394;0.619125;0.840067;0.975312
La Réunion;2006-03-31;04;3.718802;3.036214;2.549481;1.142942;1.720144;1.481469;0.92945;1.045397;1.18754
La Réunion;2006-11-30;04;2.231061;1.411782;1.104786;-1.323382;-0.473698;-0.242155;-0.803148;-0.674472;0.252806
La Réunion;2007-05-31;04;2.788374;2.37493;1.326671;0.769022;0.934862;0.390268;-2.290927;-2.907306;-0.810435
La Réunion;2007-06-30;04;3.004644;2.182205;1.176303;1.121185;0.731938;0.269805;-0.175724;-0.584778;-0.91445
La Réunion;2008-05-31;04;2.893178;2.329708;1.568699;-1.91363;-0.59008;0.055291;0.104804;-0.045222;0.242028
La Réunion;2008-08-31;04;4.095661;2.850772;2.338326;1.202483;0.521064;0.769627;1.268786;0.534407;0.763823
La Réunion;2008-11-30;04;3.162903;2.235619;2.006955;-0.932758;-0.615153;-0.331371;1.386379;1.063307;1.138584
La Réunion;2009-02-28;04;4.071041;2.85051;2.348634;0.908138;0.614891;0.341679;-0.735767;-0.069278;0.835226
La Réunion;2009-03-31;04;3.758532;3.004303;2.692681;0.135871;0.112063;0.860842;0.16216;1.057216;1.609465
La Réunion;2009-09-30;04;7.297881;6.6731999999;5.321198;1.294827;1.017829;0.824831;3.342133;3.9831469999;3.036781
La Réunion;2010-03-31;04;5.618923;3.954328;3.457741;-1.246987;-2.465309;-2.599725;1.860391;0.950025;0.76506
La Réunion;2010-05-31;04;4.861264;3.828797;3.331793;-0.313223;-0.257156;-0.212042;-3.673986;-2.422311;-1.545904
La Réunion;2010-07-31;04;4.477626;4.017913;3.469613;-1.375942;-1.382534;-1.024686;-1.772262;-1.240956;-1.296471
La Réunion;2010-10-31;04;5.68258;4.532043;4.301976;1.204954;0.51413;0.832363;-0.270677;-0.261476;-0.586169
La Réunion;2010-11-30;04;6.3822059999;3.921934;3.468058;1.852843;-0.106895;0.051238;-0.769619;-2.040974;-2.375308
La Réunion;2011-04-30;04;5.866863;4.565795;3.887888;0.318487;1.06926;1.25768;0.013295;-0.834652;-0.606411
La Réunion;2011-06-30;04;5.377494;4.149919;3.352649;0.307815;-0.234142;-0.099693;0.81254;0.210847;-0.142308
La Réunion;2011-09-30;04;5.184848;4.528972;3.860981;-0.192646;0.379053;0.508332;0.191169;0.549295;0.251973
La Réunion;2011-12-31;04;6.7842529999;5.644016;4.980689;1.5994049999;1.115044;1.119708;1.6852;2.348638;2.08725
La Réunion;2012-01-31;04;5.948186;5.065752;4.518348;-0.253545;0.464888;0.404787;0.39981;1.569217;1.88814
La Réunion;2012-02-29;04;7.2211729999;6.091125;4.563651;1.0561439999;1.265408;0.650934;2.0315249999;1.994109;1.554159
La Réunion;2012-03-31;04;7.225011;5.381569;4.53872;0.4407580001;-0.262447;-0.441969;2.155332;0.997508;1.086378
La Réunion;2012-04-30;04;5.812053;4.927203;4.041731;-0.136133;-0.138549;-0.476617;-0.05481;0.361408;0.153843
La Réunion;2012-07-31;04;5.563717;4.646799;3.949356;-0.248336;-0.280404;-0.092375;0.060779;0.453849;0.33541
La Réunion;2013-02-28;04;5.931855;4.370726;3.862327;0.392451;-0.333413;-0.210615;-1.289318;-1.720399;-0.701324
La Réunion;2013-05-31;04;5.199247;4.590229;4.018667;-0.732608;0.219503;0.15634;-0.903513;-0.559619;-0.496519
La Réunion;2013-06-30;04;5.870203;4.98678;4.390241;0.212638;0.276126;0.147913;0.13853;0.28808;0.432637
La Réunion;2013-09-30;04;5.410793;4.170458;3.516482;-0.45941;-0.816322;-0.873759;-0.672926;-0.733401;-0.862756
La Réunion;2013-11-30;04;4.857098;4.016856;3.425122;-0.429161;-0.666393;-0.245264;-0.682306;-0.687283;-0.64782
La Réunion;2014-03-31;04;4.277517;3.373305;2.923;-0.646871;-0.320277;-0.351404;-1.380048;-1.337349;-1.319328
La Réunion;2014-04-30;04;4.62565;3.724787;3.287115;-0.371821;-0.104938;0.028553;-0.529014;-0.708077;-0.518374
La Réunion;2015-08-31;04;5.23259;3.948666;3.36064;0.276531;-0.057968;-0.132453;0.034254;0.324579;0.177777
La Réunion;2015-09-30;04;5.09973;3.672511;3.137124;-0.315891;-0.529371;-0.513233;0.4694;-0.253822;-0.375817
La Réunion;2016-03-31;04;5.471697;3.644781;2.771174;0.276266;-0.525709;-0.216903;1.157385;-0.079004;-0.508563
La Réunion;2016-04-30;04;5.452651;3.849975;3.267998;0.152774;0.020413;0.136075;0.664621;-0.007826;-0.033536
La Réunion;2016-05-31;04;3.772362;3.154023;2.683627;-1.567163;-0.436868;-0.301471;-1.183697;-0.852611;-0.809466
La Réunion;2016-06-30;04;4.918004;3.423511;2.942534;-0.553693;-0.22127;0.17136;-0.497617;-0.778371;-0.707823
La Réunion;2016-08-31;04;5.281895;3.804547;3.085095;1.509533;0.650524;0.401468;0.049305;-0.144119;-0.275545
La Réunion;2016-10-31;04;5.972411;3.555323;3.049231;0.756806;-0.293702;-0.238916;0.555588;-0.645288;-0.340231
La Réunion;2016-12-31;04;6.433923;4.111761;3.049635;1.023274;0.348316;0.078586;1.238492;-0.058729;0.061558
La Réunion;2017-06-30;04;4.187781;3.106632;2.163541;-0.773033;-0.299905;-0.614214;-0.730223;-0.316879;-0.778993
La Réunion;2017-08-31;04;4.024072;2.715245;2.365907;-0.931814;-0.711137;-0.215887;-1.257823;-1.089302;-0.719188
La Réunion;2017-09-30;04;3.912457;3.171932;2.521801;-0.275324;0.0653;0.35826;-1.498192;-0.591513;-0.449248
La Réunion;2017-10-31;04;4.465729;3.504041;2.765544;-1.33583;-0.03292;-0.07317;-1.506682;-0.051282;-0.283687
La Réunion;2018-06-30;04;3.858338;2.619449;2.013256;0.006537;-0.443831;-0.5008;-0.329443;-0.487183;-0.150285
La Réunion;2018-07-31;04;2.616835;1.928745;1.711994;-1.40032;-0.679797;-0.253582;-3.184724;-1.608216;-1.12672
La Réunion;2018-08-31;04;3.46445;2.675746;2.377873;-0.449702;-0.580761;0.268869;-0.559622;-0.039499;0.011966
La Réunion;2018-10-31;04;2.728692;2.16775;1.891014;0.111857;0.239005;0.17902;-1.737037;-1.336291;-0.87453
La Réunion;2018-11-30;04;3.655909;2.684627;2.127718;0.191459;0.008881;-0.250155;-0.171243;-0.07058;0.032532
La Réunion;2019-04-30;04;5.116635;4.705078;3.656167;1.00977;1.0082;-0.153205;1.09948;2.096536;1.690591
La Réunion;2019-09-30;04;5.51487;4.692225;3.982708;;-0.234196;-0.106263;1.621138;2.302862;2.073113
La Réunion;2019-10-31;04;3.585584;2.913047;2.286176;-1.091407;-1.33367;-1.283612;0.856892;0.745297;0.395162
La Réunion;2019-11-30;04;3.967058;3.076519;2.677964;-0.79402;-1.157056;-0.576792;0.311149;0.391892;0.550246
La Réunion;2020-01-31;04;2.82225;2.242065;1.771961;-0.763334;-0.670982;-0.514215;-1.284615;-1.454813;-2.037411
La Réunion;2020-02-29;04;3.849598;3.275086;3.316557;-0.11746;0.198567;0.638593;-2.330092;-2.170057;-1.820139
La Réunion;2020-03-31;04;16.192134;16.434009;13.926105;13.487789;13.988178;11.832215;10.178115;11.061759;9.6281439999
La Réunion;2020-07-31;04;5.646633;4.760584;4.269232;-27.017528;-27.755406;-21.151444;0.969642;0.513867;0.699444
La Réunion;2020-08-31;04;5.906188;5.068925;4.277147;-21.894742;-22.954265;-15.662414;1.14511;0.83535;1.022391
La Réunion;2021-06-30;04;4.591886;4.139999;3.801282;-0.238359;-0.345519;-0.340782;-7.991848;-6.69861;-5.417792
La Réunion;2021-10-31;04;4.628851;3.824922;3.327498;0.592149;0.755275;0.333238;-0.615928;-0.040389;-0.188627
La Réunion;2021-11-30;04;3.685175;2.720835;2.420967;-0.858328;-1.192939;-1.042432;-1.316293;-1.492761;-1.660895
La Réunion;2021-12-31;04;4.684083;4.584086;4.429075;-1.876612;-1.169007;-0.93421;0.341816;0.113608;0.325876
La Réunion;2022-01-31;04;4.988363;4.990708;3.899915;0.359512;1.165786;0.572417;1.465018;1.697631;1.286771
La Réunion;2022-02-28;04;;3.149635;3.112843;;0.4288;0.691876;;-0.669577;-0.738599
La Réunion;2022-03-31;04;3.894882;3.637374;3.401472;-0.789201;-0.946712;-1.027603;-0.935363;-0.848144;-0.740592
La Réunion;2022-05-31;04;3.643154;3.247419;2.940495;;0.097784;-0.172348;-0.485223;-0.613687;-0.714312
La Réunion;2022-06-30;04;4.185047;3.143373;2.866106;0.290165;-0.494001;-0.535366;-0.406839;-0.996626;-0.935176
La Réunion;2022-08-31;04;2.636845;2.146407;1.816958;-1.006309;-1.101012;-1.123537;-1.906658;-1.767367;-1.646441
La Réunion;2022-09-30;04;2.852231;2.664399;2.593188;-1.332816;-0.478974;-0.272918;-3.708464;-3.088694;-2.770097
La Réunion;2023-02-28;04;2.695718;2.410905;1.884014;-0.209357;-0.054785;-0.162959;;-0.73873;-1.228829
La Réunion;2023-03-31;04;2.478942;2.161932;1.829018;-0.160609;-0.18126;-0.151517;-1.41594;-1.475442;-1.572454
La Réunion;2023-05-31;04;;;;;;;;;
La Réunion;2023-06-30;04;2.538066;2.051005;1.927036;0.059124;-0.110927;0.098018;-1.646981;-1.092368;-0.93907
La Réunion;2024-02-29;04;2.728202;2.4433;2.025411;-0.06297;0.017809;-0.22161;0.032484;0.032395;0.141397
La Réunion;2024-07-31;04;2.826312;2.254142;2.136526;0.522004;0.119384;0.230817;0.154172;0.148488;0.20907
La Réunion;2024-12-31;04;1.998518;1.961573;1.46806;-0.520103;0.074486;-0.024393;-0.294051;-0.195786;-0.24655
La Réunion;2025-04-30;04;2.269179;1.921392;1.448477041;0.291561;0.190981;0.4595063724;-0.035129;-0.213366;-0.457231959
La Réunion;2025-07-31;04;2.493147;2.042847;2.0808230393;0.223968;0.121455;0.6323459984;-0.333165;-0.211295;-0.055702961
La Réunion;2025-08-31;04;2.12764;1.592249;1.2747579413;-0.218684;-0.338011;-0.399797706;-1.15995;-0.883533;-0.553316059
La Réunion;2025-10-31;04;2.766858;1.838259;1.1134778571;0.273711;-0.204588;-0.967345182;0.385608;-0.051954;-0.400745143
La Réunion;2026-02-28;04;2.3989913245;;;-0.401362675;;;0.2550413246;;
Île-de-France;2004-04-30;11;0.769498;0.59993;0.478727;-0.06842;-0.065439;-0.064836;;;
Île-de-France;2004-05-31;11;0.828057;0.577252;0.450179;0.099615;-0.033919;0.002926;;;
Île-de-France;2005-03-31;11;0.63237;0.465697;0.340689;-0.022531;-0.002272;-0.049377;-0.17224;-0.17678;-0.130674
Île-de-France;2005-04-30;11;0.733032;0.567087;0.396193;0.035302;0.076605;0.015198;-0.036466;-0.032843;-0.082534
Île-de-France;2005-08-31;11;0.616952;0.45795;0.325004;-0.032593;-0.057446;-0.039682;-0.19603;-0.156983;-0.165349
Île-de-France;2005-11-30;11;0.657165;0.449303;0.327213;0.040213;-0.008647;0.002209;-0.072298;-0.116532;-0.097548
Île-de-France;2006-02-28;11;0.609431;0.418967;0.310807;-0.047734;-0.030336;-0.016406;-0.146688;-0.129895;-0.103991
Île-de-France;2006-04-30;11;0.647645;0.447271;0.302573;-0.014957;0.004446;-0.016462;-0.085387;-0.119816;-0.09362
Île-de-France;2006-05-31;11;0.53175;0.383338;0.26946;-0.077681;-0.035629;-0.041347;-0.117795;-0.132058;-0.095226
Île-de-France;2006-06-30;11;0.720271;0.509971;0.390482;0.019187;0.029318;0.040594;0.081145;0.033701;0.02849
Île-de-France;2006-08-31;11;0.686586;0.388308;0.292551;0.154836;0.00497;0.023091;0.069634;-0.069642;-0.032453
Île-de-France;2006-09-30;11;0.798457;0.429462;0.302348;0.078186;-0.080509;-0.088134;0.117007;-0.056847;-0.050641
Île-de-France;2007-05-31;11;0.567179;0.431391;0.304237;-0.061574;0.037126;0.020679;0.035429;0.048053;0.034777
Île-de-France;2007-08-31;11;0.523277;0.394118;0.299596;-0.043902;-0.037273;-0.004641;-0.163309;0.00581;0.007045
Île-de-France;2007-12-31;11;0.600607;0.506396;0.287649;0.021004;0.175703;0.064648;0.005712;0.066963;-0.016296
Île-de-France;2008-01-31;11;1.025058;0.627062;0.432986;0.422924;0.258731;0.163904;0.498323;0.223582;0.147844
Île-de-France;2008-07-31;11;0.620523;0.403343;0.307757;-0.142951;-0.021336;0.011503;0.022106;-0.055932;0.050012
Île-de-France;2008-10-31;11;0.72218;0.481305;0.376435;0.101657;0.077962;0.068678;0.120046;0.112974;0.107353
Île-de-France;2008-12-31;11;0.844902;0.749229;0.486308;0.180655;0.28536;0.126976;0.244295;0.242833;0.198659
Île-de-France;2009-08-31;11;1.174475;0.851485;0.700119;-0.078088;-0.1234;-0.038961;0.443828;0.416094;0.379268
Île-de-France;2010-05-31;11;0.840321;0.552976;0.436459;0.099868;0.01112;-0.026202;-0.412242;-0.421909;-0.302621
Île-de-France;2011-02-28;11;0.750399;0.582728;0.425948;-0.030188;0.047856;0.014152;0.009946;0.040872;-0.036713
Île-de-France;2011-05-31;11;0.607035;0.440037;0.34389;-0.143364;-0.142691;-0.082058;-0.233286;-0.112939;-0.092569
Île-de-France;2011-06-30;11;0.672264;0.483131;0.376452;-0.060502;-0.082373;-0.078386;-0.040061;-0.028731;-0.015137
