Région;Dernier jour du mois;﻿Code région;Taux d'impayés fin de mois (%);Taux d'impayés fin de mois suivant (%);Taux d'impayés à échéance + 90 jours (%);Glissement trimestriel - Tx imp. fin de mois;Glissement trimestriel - Tx imp. fin de mois suivant;Glissement trimestriel - Tx imp. à 90 jours;Glissement annuel - Tx imp. fin de mois;Glissement annuel - Tx imp. fin de mois suivant;Glissement annuel - Tx imp. à 90 jours
Hauts-de-France;2025-01-31;32;0.75702;0.604023;0.5070959708;-0.138152;-0.143708;-0.198215029;-0.200909;-0.106928;-0.110922029
Hauts-de-France;2025-02-28;32;0.92529;0.764489;0.730535012;-0.118655;0.096619;0.171549012;-0.004453;0.023373;0.031036012
Hauts-de-France;2025-03-31;32;0.819968;0.619367;0.5285317998;0.027769;-0.059845;-0.1027142;-0.194751;-0.150183;-0.1272272
Hauts-de-France;2025-06-30;32;0.796086;0.669354;0.4582395684;-0.023882;0.049987;-0.070292231;-0.254433;-0.011622;-0.102389432
Hauts-de-France;2025-12-31;32;1.011927;0.890729;;0.185992;0.270788;;0.219728;0.211517;
Hauts-de-France;2026-01-31;32;1.1869180479;0.8215999736;;0.2501650479;0.1083579736;;0.4298980479;0.2175769736;
Grand Est;2004-01-31;44;0.861255;0.511676;0.493886;;;;;;
Grand Est;2004-05-31;44;0.869803;0.484352;0.438322;-0.423734;-0.061784;-0.068174;;;
Grand Est;2004-07-31;44;0.865356;0.490411;0.501107;0.211758;-0.02741;-0.035945;;;
Grand Est;2004-12-31;44;0.643303;0.479106;0.352596;-0.06115;0.006209;-0.04936;;;
Grand Est;2005-01-31;44;0.595346;0.425156;0.374704;-0.137746;-0.020871;-0.005292;-0.265909;-0.08652;-0.119182
Grand Est;2005-02-28;44;0.671321;0.37405;0.368937;0.007255;-0.053265;0.005927;-0.622216;-0.172086;-0.137559
Grand Est;2005-04-30;44;0.762913;0.447509;0.395482;0.167567;0.022353;0.020778;0.109315;-0.070312;-0.14157
Grand Est;2005-05-31;44;0.771541;0.460114;0.37681;0.10022;0.086064;0.007873;-0.098262;-0.024238;-0.061512
Grand Est;2005-06-30;44;0.675069;0.391762;0.375591;0.006253;-0.02263;0.022131;-0.440592;-0.280551;-0.306543
Grand Est;2006-01-31;44;1.0112;0.556079;0.476246;0.163168;0.036499;-0.003202;0.415854;0.130923;0.101542
Grand Est;2006-04-30;44;0.760243;0.474319;0.457693;-0.250957;-0.08176;-0.018553;-0.00267;0.02681;0.062211
Grand Est;2006-08-31;44;0.75477;0.453012;0.409371;0.038785;-0.049149;-0.06507;-0.025881;-0.03032;0.043139
Grand Est;2006-09-30;44;0.916335;0.473948;0.447252;0.144892;-0.003929;-0.01611;0.19818;-0.008794;0.047936
Grand Est;2007-04-30;44;0.742937;0.407446;0.312307;0.112187;0.01731;-0.044855;-0.017306;-0.066873;-0.145386
Grand Est;2007-07-31;44;0.759725;0.480887;0.426;0.016788;0.073441;0.113693;-0.095688;-0.011825;-0.0087
Grand Est;2008-11-30;44;1.064386;0.731992;0.686883;0.276397;0.230998;0.258107;0.349317;0.292296;0.260727
Grand Est;2009-01-31;44;1.311759;0.879141;0.858163;0.308854;0.260302;0.204094;-1.044975;0.129823;0.421858
Grand Est;2009-07-31;44;1.82291;1.191023;1.081462;0.103149;-0.030909;-0.230267;1.052772;0.751373;0.699556
Grand Est;2010-02-28;44;1.18844;0.796951;0.71294;-0.222766;0.064425;0.02176;-0.357807;-0.297457;-0.437714
Grand Est;2010-03-31;44;1.079302;0.846371;0.671204;-0.110737;0.112655;-0.030701;-0.857424;-0.591507;-0.664917
Grand Est;2010-06-30;44;1.006998;0.787652;0.694359;-0.072304;-0.058719;0.023155;-0.978976;-0.261414;-0.312059
Grand Est;2010-09-30;44;1.18229;0.853642;0.703932;0.175292;0.06599;0.009573;-0.25646;-0.153133;-0.080046
Grand Est;2011-01-31;44;1.011692;0.705751;0.610525;-0.151871;-0.144087;-0.128169;-0.245725;-0.111015;-0.033816
Grand Est;2011-06-30;44;0.874904;0.70073;0.558739;-0.06464;0.023407;0.014301;-0.132094;-0.086922;-0.13562
Grand Est;2012-03-31;44;1.17193;0.871448;0.693765;-0.192971;0.03211;-0.04547;0.232386;0.194125;0.149327
Grand Est;2012-08-31;44;1.253438;1.043985;0.9154;-0.037497;0.026309;0.014975;0.165737;0.187153;0.221656
Grand Est;2012-09-30;44;1.151038;0.915966;0.802157;-1.435504;-0.223797;-0.184444;0.025653;0.030928;0.063376
Grand Est;2012-10-31;44;1.297476;1.006898;0.891964;-0.077115;-0.05155;-0.044226;0.196516;0.134378;0.138437
Grand Est;2013-04-30;44;1.310132;1.032742;0.887062;0.122152;0.101075;0.045155;0.100492;0.108896;0.100857
Grand Est;2013-06-30;44;1.260189;0.903283;0.756139;-0.223915;-0.187679;-0.157375;-1.326353;-0.23648;-0.230462
Grand Est;2013-12-31;44;1.063095;0.772045;0.661229;-0.067942;-0.0224;-0.046051;0.022401;-0.171025;-0.162879
Grand Est;2014-05-31;44;1.119931;1.000885;0.807675;0.157021;0.212131;0.120407;0.012642;0.079789;0.070653
Grand Est;2014-06-30;44;1.154522;0.851594;0.784246;0.070324;0.055765;0.104455;-0.105667;-0.051689;0.028107
Grand Est;2014-09-30;44;1.150024;0.867348;0.802111;-0.004498;0.015754;0.017865;0.018987;0.072903;0.094831
Grand Est;2014-10-31;44;1.065156;0.841381;0.699369;0.096243;0.091788;0.053202;-0.024903;0.005907;-0.021923
Grand Est;2014-11-30;44;1.003229;0.808108;0.672925;0.01181;0.032059;-0.019518;-0.157489;-0.054337;-0.089227
Grand Est;2014-12-31;44;1.214641;0.827152;0.710598;0.064617;-0.040196;-0.091513;0.151546;0.055107;0.049369
Grand Est;2015-03-31;44;0.954056;0.705045;0.599848;-0.260585;-0.122107;-0.11075;-0.130142;-0.090784;-0.079943
Grand Est;2015-05-31;44;1.140612;0.850768;0.630969;0.339553;0.192661;0.032255;0.020681;-0.150117;-0.176706
Grand Est;2015-07-31;44;0.917008;0.6878;0.523283;-0.036127;-0.111446;-0.12743;-0.051905;-0.061793;-0.122884
Grand Est;2015-12-31;44;1.099439;0.732117;0.55798;0.205521;0.029412;0.032101;-0.115202;-0.095035;-0.152618
Grand Est;2016-01-31;44;0.988974;0.595289;0.478871;0.016919;-0.051441;-0.01243;0.003292;-0.206534;-0.18135
Grand Est;2016-02-29;44;1.23699;0.669707;0.500529;0.267284;-0.032727;-0.052329;0.435931;0.0116;-0.098185
Grand Est;2016-04-30;44;0.999057;0.61364;0.494559;0.010083;0.018351;0.015688;0.045922;-0.185606;-0.156154
Grand Est;2016-05-31;44;0.927718;0.635984;0.469017;-0.309272;-0.033723;-0.031512;-0.212894;-0.214784;-0.161952
Grand Est;2016-07-31;44;0.986608;0.628037;0.479963;-0.012449;0.014397;-0.014596;0.0696;-0.059763;-0.04332
Grand Est;2016-09-30;44;0.973266;0.612219;0.48862;0.165851;-0.06287;-0.009056;0.079348;-0.090486;-0.037259
Grand Est;2016-12-31;44;0.820013;0.56686;0.452954;-0.153253;-0.045359;-0.035666;-0.279426;-0.165257;-0.105026
Grand Est;2017-02-28;44;0.896443;0.584384;0.501289;-0.060087;-0.0112;0.012618;-0.340547;-0.085323;0.00076
Grand Est;2017-03-31;44;0.841577;0.613497;0.502819;0.021564;0.046637;0.049865;-0.14996;-0.021044;0.015969
Grand Est;2017-05-31;44;0.835572;0.633615;0.506098;-0.060871;0.049231;0.004809;-0.092146;-0.002369;0.037081
Grand Est;2017-12-31;44;0.888546;0.694943;0.607292;0.003819;-0.012293;0.065258;0.068533;0.128083;0.154338
Grand Est;2018-04-30;44;0.888522;0.700779;0.533031;0.060526;0.024127;-0.063528;-0.215343;0.091765;0.084067
Grand Est;2018-09-30;44;0.740878;0.557259;0.479151;-0.129165;-0.046946;-0.024688;-0.143849;-0.149977;-0.062883
Grand Est;2018-11-30;44;0.769262;0.624667;0.450908;-0.09008;-0.089733;-0.069189;-0.146662;-0.05255;-0.111979
Grand Est;2019-01-31;44;0.918505;0.781158;0.626671;0.213176;0.22132;0.158209;0.090509;0.104506;0.030112
Grand Est;2019-03-31;44;0.854179;0.59054;0.434037;0.021207;-0.007846;-0.029735;-0.069335;-0.137795;-0.178413
Grand Est;2019-05-31;44;0.727272;0.547591;0.449178;-0.115109;-0.083424;-0.038422;-0.141445;-0.058174;-0.045176
Grand Est;2019-06-30;44;;0.493258;0.403855;;-0.097282;-0.030182;;-0.110947;-0.099984
Grand Est;2019-07-31;44;0.675309;0.495203;0.4289;-0.087504;-0.040008;-0.048543;-0.173377;-0.101006;-0.080205
Grand Est;2019-09-30;44;0.731478;0.546457;0.46358;;0.053199;0.059725;-0.0094;-0.010802;-0.015571
Grand Est;2019-11-30;44;0.554457;0.419353;0.349372;-0.145896;-0.069955;-0.061149;-0.214805;-0.205314;-0.101536
Grand Est;2019-12-31;44;0.776615;0.444316;0.370356;0.045137;-0.102141;-0.093224;-0.056357;-0.15407;-0.093416
Grand Est;2020-01-31;44;0.532939;0.427276;0.361843;-0.101411;-0.005168;-0.004683;-0.385566;-0.353882;-0.264828
Grand Est;2020-03-31;44;17.233339;15.846057;13.568142;16.456724;15.401741;13.197786;16.37916;15.255517;13.134105
Grand Est;2020-09-30;44;1.432097;1.179033;1.144869;-13.097696;-12.526995;-10.632926;0.700619;0.632576;0.681289
Grand Est;2021-03-31;44;1.96897;1.665623;1.503202;-4.116899;-3.895593;-2.502192;-15.264369;-14.180434;-12.06494
Grand Est;2021-06-30;44;1.995477;1.653657;1.301914;0.026507;-0.011966;-0.201288;-12.534316;-12.052371;-10.475881
Grand Est;2021-09-30;44;1.469391;0.694007;0.595551;-0.526086;-0.95965;-0.706363;0.037294;-0.485026;-0.549318
Grand Est;2021-10-31;44;2.014176;0.65468;0.597791;-0.153692;-0.565976;-0.577351;0.764978;-0.277705;-0.258055
Grand Est;2022-02-28;44;;0.830878;0.587583;;0.097191;-0.038742;;-1.309672;-1.275476
Grand Est;2022-06-30;44;0.889088;0.736633;0.575412;-0.427099;-0.041111;-0.022172;-1.106389;-0.917024;-0.726502
Grand Est;2022-07-31;44;0.932926;0.521265;0.48012;-0.028055;-0.140382;-0.041514;-1.234942;-0.699391;-0.695022
Grand Est;2022-08-31;44;0.716393;0.523017;0.507015;-0.469653;-0.085106;-0.041549;-0.353782;-0.389864;-0.272928
Grand Est;2023-03-31;44;1.004147;0.783085;0.543313;0.194008;0.194749;0.009156;-0.31204;0.005341;-0.054271
Grand Est;2023-06-30;44;0.821158;0.615876;0.541205;-0.182989;-0.167209;-0.002108;-0.06793;-0.120757;-0.034207
Grand Est;2023-08-31;44;0.881301;0.735403;0.664487;0.068564;0.045801;0.057599;0.164908;0.212386;0.157472
Grand Est;2023-10-31;44;0.852651;0.62389;0.557408;-0.040004;-0.096049;-0.085447;0.050262;0.02084;0.044731
Grand Est;2023-11-30;44;0.868243;0.646883;0.522823;-0.013058;-0.08852;-0.141664;0.053101;0.005992;-0.084103
Grand Est;2023-12-31;44;0.886208;0.680314;0.62092;-0.029454;0.031306;0.007644;0.076069;0.091978;0.086763
Grand Est;2024-01-31;44;0.866654;0.67968;0.584203;0.014003;0.05579;0.026795;-0.017437;0.026615;-0.118061
Grand Est;2024-07-31;44;0.695998;0.641693;0.54172;-0.269011;-0.053871;-0.052803;-0.196657;-0.078246;-0.101135
Grand Est;2025-01-31;44;0.701241;0.567475;0.4803703083;-0.158803;-0.247937;-0.280154692;-0.165413;-0.112205;-0.103832692
Grand Est;2025-06-30;44;0.708989;0.605885;0.4703614001;0.075085;0.08228;0.0752751744;-0.216385;-0.134233;-0.1432546
Grand Est;2025-08-31;44;0.779974;0.686782;0.6790644704;-0.005076;0.021622;0.1917403771;-0.071509;0.071361;0.1192514704
Grand Est;2025-11-30;44;0.70684;0.595595;0.5138151677;-0.073134;-0.091187;-0.165249303;-0.138268;-0.070215;-0.071363832
Grand Est;2025-12-31;44;0.722218;0.637936;;-0.048722;-0.025755;;-0.04969;0.038168;
Grand Est;2026-01-31;44;0.6617139103;0.5359059318;;-0.04203109;-0.019690068;;-0.03952709;-0.031569068;
Pays de la Loire;2004-05-31;52;0.672679;0.427405;0.421053;-0.011128;-0.023471;-0.007993;;;
Pays de la Loire;2004-06-30;52;0.698983;0.41237;0.407321;0.051787;-0.101418;-0.000914;;;
Pays de la Loire;2004-08-31;52;0.571474;0.361461;0.359941;-0.101205;-0.065944;-0.061112;;;
Pays de la Loire;2005-01-31;52;0.523952;0.330265;0.293121;-0.218573;-0.176259;-0.178903;-0.158171;-0.153346;-0.118187
Pays de la Loire;2005-06-30;52;0.462041;0.306306;0.272322;-0.087982;0.01463;0.068553;-0.236942;-0.106064;-0.134999
Pays de la Loire;2005-09-30;52;0.475843;0.312274;0.304287;0.013802;0.005968;0.031965;-0.171324;-0.056232;-0.070535
Pays de la Loire;2006-01-31;52;0.634543;0.369675;0.386075;0.004422;0.027371;0.101304;0.110591;0.03941;0.092954
Pays de la Loire;2006-02-28;52;0.586275;0.356143;0.381644;0.024885;-0.003874;0.054839;-0.135661;-0.31011;0.124274
Pays de la Loire;2006-03-31;52;0.623358;0.410963;0.420885;0.142722;-0.203706;0.137647;0.073335;0.119287;0.217116
Pays de la Loire;2006-10-31;52;0.540826;0.394327;0.408533;-0.083677;0.039557;0.070633;-0.089295;0.052023;0.123762
Pays de la Loire;2006-11-30;52;0.641123;0.427554;0.4095;-0.004388;-0.077429;-0.043814;0.079733;0.067537;0.082695
Pays de la Loire;2007-01-31;52;0.57574;0.361954;0.301175;0.034914;-0.032373;-0.107358;-0.058803;-0.007721;-0.0849
Pays de la Loire;2007-02-28;52;0.512244;0.363771;0.304078;-0.128879;-0.063783;-0.105422;-0.074031;0.007628;-0.077566
Pays de la Loire;2007-04-30;52;0.549487;0.222236;0.2101;-0.026253;-0.139718;-0.091075;-0.122024;-0.23699;-0.292272
Pays de la Loire;2007-05-31;52;0.989152;0.631857;0.614839;0.476908;0.268086;0.310761;0.324258;0.126404;0.09345
Pays de la Loire;2007-09-30;52;0.558699;0.295677;0.262095;-0.063115;-0.067936;-0.023196;-0.103081;-0.21729;-0.15683
Pays de la Loire;2007-10-31;52;0.482364;0.355345;0.276662;-0.073205;0.051494;0.015277;-0.058462;-0.038982;-0.131871
Pays de la Loire;2008-01-31;52;1.476071;0.729439;0.437192;0.993707;0.374094;0.16053;0.900331;0.367485;0.136017
Pays de la Loire;2008-03-31;52;0.908498;0.412506;0.237893;0.424516;-0.584422;-0.052868;0.378156;0.09692;-0.070909
Pays de la Loire;2008-08-31;52;0.535721;0.3518;0.30173;-0.131906;0.071474;0.081931;-0.018665;0.06855;0.052587
Pays de la Loire;2008-09-30;52;0.561025;0.325687;0.311457;0.158676;-0.009979;0.063459;0.002326;0.03001;0.049362
Pays de la Loire;2009-05-31;52;1.396878;1.173586;0.979171;0.049775;0.317834;0.26837;0.729251;0.89326;0.759372
Pays de la Loire;2009-11-30;52;1.035084;0.70797;0.663113;-0.582191;-0.195786;-0.09796;0.224795;0.144752;0.071565
Pays de la Loire;2010-02-28;52;0.985932;0.767636;0.685725;-0.049152;0.059666;0.022612;-0.361171;-0.088116;-0.025076
Pays de la Loire;2010-03-31;52;0.914091;0.707294;0.676876;-0.079937;0.002291;0.052339;-0.402634;-0.109716;-0.101021
Pays de la Loire;2010-04-30;52;0.937854;0.774992;0.650696;-0.088451;0.088652;0.08579;-0.363689;0.020861;-0.077209
Pays de la Loire;2010-05-31;52;0.829882;0.64816;0.529689;-0.15605;-0.119476;-0.156036;-0.566996;-0.525426;-0.449482
Pays de la Loire;2010-06-30;52;0.810822;0.560199;0.415503;-0.103269;-0.147095;-0.261373;-0.976326;-0.319142;-0.364236
Pays de la Loire;2010-08-31;52;0.879314;0.619485;0.479775;0.049432;-0.028675;-0.049914;-0.737961;-0.284271;-0.281298
Pays de la Loire;2010-09-30;52;0.795139;0.552941;0.450006;-0.015683;-0.007258;0.034503;-0.6069;-0.34464;-0.334134
Pays de la Loire;2011-02-28;52;1.072505;0.492563;0.429768;0.097531;-0.128716;-0.104354;0.086573;-0.275073;-0.255957
Pays de la Loire;2011-12-31;52;1.036257;0.797559;0.585836;0.143479;0.127245;0.008498;0.221029;0.229123;0.009144
Pays de la Loire;2012-03-31;52;1.031442;0.772025;0.650872;-0.004815;-0.025534;0.065036;0.162382;0.249222;0.221593
Pays de la Loire;2012-06-30;52;1.114936;0.960835;0.791626;0.083494;0.18881;0.140754;0.344082;0.272849;0.271334
Pays de la Loire;2013-02-28;52;1.06949;0.720931;0.629956;-0.133475;-0.218882;-0.156034;-0.030582;0.010353;0.009646
Pays de la Loire;2013-03-31;52;1.128282;0.845079;0.653375;-0.230655;0.156886;0.028666;0.09684;0.073054;0.002503
Pays de la Loire;2014-02-28;52;0.867478;0.706663;0.59736;-0.049275;-0.032095;-0.021712;-0.202012;-0.014268;-0.032596
Pays de la Loire;2014-05-31;52;0.867754;0.615851;0.551383;0.000276;-0.090812;-0.045977;-0.094191;-0.169562;-0.066017
Pays de la Loire;2014-06-30;52;0.905885;0.632848;0.511301;-0.051998;-0.056613;-0.141042;-0.152675;-0.071861;-0.039976
Pays de la Loire;2014-07-31;52;0.937608;0.652135;0.57333;0.046161;-0.016651;0.022845;0.175854;0.048722;0.041204
Pays de la Loire;2015-02-28;52;0.653366;0.525902;0.447854;-0.238075;-0.126934;-0.083316;-0.214112;-0.180761;-0.149506
Pays de la Loire;2015-09-30;52;0.706599;0.438737;0.336538;-0.108308;-0.046503;-0.073593;-0.401556;-0.429192;-0.369093
Pays de la Loire;2015-10-31;52;0.743978;0.460817;0.377795;0.00433;-0.021383;-0.028886;-0.16257;-0.215664;-0.187538
Pays de la Loire;2016-01-31;52;0.782593;0.490863;0.336714;0.038615;0.030046;-0.041081;0.014689;-0.043169;-0.109844
Pays de la Loire;2016-03-31;52;0.998898;0.520266;0.424096;-0.046659;-0.116614;0.064649;0.302875;0.058468;0.042076
Pays de la Loire;2016-04-30;52;0.953663;0.527488;0.355224;0.17107;0.036625;0.01851;0.244963;0.019352;-0.092876
Pays de la Loire;2016-06-30;52;0.651875;0.507103;0.33828;-0.347023;-0.013163;-0.085816;-0.163032;0.021863;-0.071851
Pays de la Loire;2016-08-31;52;1.056093;0.498547;0.379892;0.071562;0.027889;0.037814;0.384548;0.019043;0.001001
Pays de la Loire;2017-04-30;52;1.430019;0.870473;0.782281;0.48131;0.251377;0.367441;0.476356;0.342985;0.427057
Pays de la Loire;2017-07-31;52;1.349599;0.367384;0.274748;-0.08042;-0.503089;-0.507533;0.447741;-0.194915;-0.038696
Pays de la Loire;2017-09-30;52;0.667893;0.442961;0.355944;-0.20692;-0.293879;-0.031799;-0.233245;-0.050146;-0.030249
Pays de la Loire;2017-12-31;52;0.655356;0.484353;0.464347;-0.012537;0.041392;0.108403;0.057816;0.093712;0.095854
Pays de la Loire;2018-02-28;52;1.020268;0.389554;0.367213;0.283731;-0.093866;0.012779;0.074536;-0.04519;0.011606
Pays de la Loire;2018-03-31;52;0.661416;0.458573;0.355115;0.00606;-0.02578;-0.109232;-0.012872;0.025858;0.018013
Pays de la Loire;2018-04-30;52;0.73086;0.48832;0.407702;-0.012992;0.016286;0.023856;-0.699159;-0.382153;-0.374579
Pays de la Loire;2018-06-30;52;0.7041;0.498161;0.345004;0.042684;0.039588;-0.010111;-0.170713;-0.238679;-0.042739
Pays de la Loire;2018-07-31;52;0.736675;0.558798;0.528979;0.005815;0.070478;0.121277;-0.612924;0.191414;0.254231
Pays de la Loire;2018-11-30;52;0.727174;0.553976;0.484492;-0.040635;-0.083238;-0.011975;-0.009363;0.070556;0.130058
Pays de la Loire;2019-02-28;52;0.737477;0.593969;0.486552;0.010303;0.039993;0.00206;-0.282791;0.204415;0.119339
Pays de la Loire;2019-05-31;52;0.510069;0.446718;0.364016;-0.227408;-0.147251;-0.122536;-0.288289;-0.107129;-0.070131
Pays de la Loire;2019-08-31;52;0.532189;0.376722;0.335483;0.02212;-0.069996;-0.028533;-0.23562;-0.260492;-0.160984
Pays de la Loire;2019-11-30;52;0.521705;0.329943;0.265675;-0.010484;-0.046779;-0.069808;-0.205469;-0.224033;-0.218817
Pays de la Loire;2020-01-31;52;0.565691;0.398219;0.346291;0.124244;0.044577;0.046704;-0.201495;-0.210641;-0.146193
Pays de la Loire;2020-06-30;52;10.514036;10.303637;8.3980259999;-7.871824;-7.293597;-6.647838;;9.8368969999;7.9974739999
Pays de la Loire;2020-08-31;52;1.817467;1.676366;1.413718;-23.092457;-24.226786;-19.625294;1.285278;1.299644;1.078235
Pays de la Loire;2021-04-30;52;1.992328;1.838459;1.550876;-0.576061;-0.184293;-0.080602;-37.00744;-33.49354;-28.028642
Pays de la Loire;2021-05-31;52;1.721151;1.573665;1.344021;-0.25358;-0.128028;-0.135129;-23.188773;-24.329487;-19.694991
Pays de la Loire;2021-06-30;52;1.442768;1.419591;1.161602;-0.254672;-0.077204;-0.230865;-9.071268;-8.884046;-7.236424
Pays de la Loire;2021-08-31;52;1.128042;0.876495;0.746357;-0.593109;-0.69717;-0.597664;-0.689425;-0.799871;-0.667361
Pays de la Loire;2021-09-30;52;1.792241;0.581751;0.524707;0.349473;-0.83784;-0.636895;0.29303;-0.659753;-0.538019
Pays de la Loire;2022-06-30;52;0.584846;0.465864;0.394085;-0.291286;-0.201079;-0.066596;-0.857922;-0.953727;-0.767517
Pays de la Loire;2022-07-31;52;0.668216;0.511191;0.411379;-0.065943;0.089138;0.049326;-1.471475;-0.578291;-0.588821
Pays de la Loire;2022-08-31;52;0.855207;0.546824;0.441767;-0.260695;0.002855;-0.004125;-0.272835;-0.329671;-0.30459
Pays de la Loire;2022-09-30;52;0.792995;0.537353;0.430411;0.208149;0.071489;0.036326;-0.999246;-0.044398;-0.094296
Pays de la Loire;2023-02-28;52;0.650762;0.515866;0.425011;-0.149198;-0.047603;-0.059064;;-0.073154;-0.007339
Pays de la Loire;2023-03-31;52;0.742975;0.585705;0.444606;0.17911;0.047809;-0.069186;-0.133157;-0.081238;-0.016075
Pays de la Loire;2023-04-30;52;0.707386;0.483522;0.461898;0.006417;-0.068741;-0.141423;-0.026773;0.061469;0.099845
Pays de la Loire;2023-05-31;52;;;;;;;;;
Pays de la Loire;2023-06-30;52;0.900239;0.551794;0.471174;0.157264;-0.033911;0.026568;0.315393;0.08593;0.077089
Pays de la Loire;2023-08-31;52;0.697158;0.541593;0.496941;0.044921;-0.074392;-0.037857;-0.158049;-0.005231;0.055174
Pays de la Loire;2023-12-31;52;0.523402;0.476007;0.383775;-0.102283;-0.064769;-0.129194;-0.040463;-0.061889;-0.130017
Pays de la Loire;2024-01-31;52;0.545891;0.454098;0.39933;-0.051464;-0.039401;-0.054026;-0.155078;-0.098165;-0.203991
Pays de la Loire;2024-02-29;52;0.55343;0.475891;0.395816;-0.063891;-0.048833;-0.042442;-0.097332;-0.039975;-0.029195
Pays de la Loire;2024-05-31;52;0.744024;0.417442;0.429434;0.190594;-0.058449;0.033618;0.091787;-0.198543;-0.105364
Pays de la Loire;2024-06-30;52;0.566756;0.582273;0.470687;0.109812;0.154327;0.067015;-0.333483;0.030479;-0.000487
Pays de la Loire;2024-07-31;52;0.768572;0.558546;0.507517;0.210784;0.065266;0.076387;0.093774;-0.002197;-0.002956
Pays de la Loire;2025-08-31;52;0.714822;0.575397;0.4966791762;0.054644;-0.209988;-0.181017958;0.127686;0.023663;0.0433071762
Pays de la Loire;2025-09-30;52;0.674228;0.572955;0.5385456002;-0.065072;-0.013696;0.0559078328;-0.020394;0.031455;0.0982396002
Pays de la Loire;2025-11-30;52;0.623499;0.585093;0.495365758;-0.091323;0.009696;-0.001313418;-0.067291;0.01979;-0.011052242
Bretagne;2004-03-31;53;0.669082;0.328032;0.244325;;;;;;
Bretagne;2004-06-30;53;1.187255;0.70994;0.353808;0.518173;0.381908;0.109483;;;
Bretagne;2004-10-31;53;0.671713;0.403182;0.336281;-0.13918;-0.129794;0.023228;;;
Bretagne;2005-01-31;53;0.412941;0.301132;0.278433;-0.258772;-0.10205;-0.057848;-0.058678;-0.101171;-0.082856
Bretagne;2005-02-28;53;0.670923;0.36559;0.252561;0.081181;-0.005292;-0.137146;0.108036;-0.000403;-0.043139
Bretagne;2005-07-31;53;0.592518;0.338638;0.295888;0.093893;0.083471;0.117006;-0.218375;-0.194338;-0.017165
Bretagne;2005-10-31;53;0.803269;0.305265;0.286742;0.210751;-0.033373;-0.009146;0.131556;-0.097917;-0.049539
Bretagne;2005-12-31;53;1.534161;1.245097;1.164261;0.678542;0.615907;0.933632;1.027863;0.416072;0.879946
Bretagne;2006-01-31;53;0.466296;0.343684;0.343144;-0.336973;0.038419;0.056402;0.053355;0.042552;0.064711
Bretagne;2006-05-31;53;0.803681;0.496779;0.544883;0.211313;0.157513;0.307319;0.336699;0.238487;0.301721
Bretagne;2007-02-28;53;0.389937;0.265573;0.202395;-0.077724;0.028038;-0.019818;-0.202431;-0.073693;-0.035169
Bretagne;2007-03-31;53;0.555038;0.292107;0.218673;0.022035;-0.562705;-0.089084;-0.301351;-0.391158;-0.374315
Bretagne;2007-09-30;53;0.575699;0.3702;0.278488;-0.164665;0.067736;0.019571;0.010533;0.082395;-0.012803
Bretagne;2007-11-30;53;0.766207;0.50087;0.23511;0.156659;0.099876;-0.109702;0.298546;0.263335;0.012897
Bretagne;2009-02-28;53;1.639092;1.028477;0.918178;0.545914;0.422686;0.240507;0.648753;0.701394;0.722661
Bretagne;2009-06-30;53;1.944039;0.966401;0.998098;0.489672;0.069187;0.335527;1.253038;0.576459;0.871916
Bretagne;2009-10-31;53;1.056769;0.652158;0.542628;-0.416989;-0.146403;-0.147822;0.065022;0.059666;0.011593
Bretagne;2010-03-31;53;0.841058;0.598114;0.40909;-0.212779;-0.070665;-0.152885;-0.613309;-0.2991;-0.253481
Bretagne;2010-05-31;53;1.130982;0.65851;0.471048;0.177883;0.077413;0.096149;-0.536158;-0.347584;-0.35456
Bretagne;2011-01-31;53;0.870885;0.60711;0.393216;0.020021;0.04964;-0.009657;-0.138029;-0.092952;-0.181998
Bretagne;2011-04-30;53;0.846995;0.579399;0.461254;-0.02389;-0.027711;0.068038;-0.290741;-0.102192;-0.020843
Bretagne;2012-02-29;53;1.17051;0.826367;0.71127;-0.029782;0.140467;0.222275;0.326112;0.195003;0.260125
Bretagne;2012-04-30;53;1.173008;0.877265;0.705946;0.134742;0.190968;0.178139;0.326013;0.297866;0.244692
Bretagne;2012-05-31;53;1.14659;0.930534;0.719408;-0.02392;0.104167;0.008138;0.303932;0.386419;0.184883
Bretagne;2012-09-30;53;1.143571;0.972203;0.754587;-1.112272;-0.190045;-0.103636;0.05319;0.324374;0.242398
Bretagne;2012-10-31;53;1.179292;0.937658;0.80054;-0.1811;-0.077332;-0.074891;-0.079772;0.183721;0.238843
Bretagne;2013-06-30;53;0.823502;0.516347;0.372134;-0.236461;-0.318646;-0.287652;-1.432341;-0.645901;-0.486089
Bretagne;2013-09-30;53;1.000406;0.593511;0.457032;0.176904;0.077164;0.084898;-0.143165;-0.378692;-0.297555
Bretagne;2013-10-31;53;0.945472;0.687348;0.556597;0.201725;0.142072;0.142478;-0.23382;-0.25031;-0.243943
Bretagne;2013-11-30;53;0.880589;0.735355;0.574882;-0.002672;0.134086;0.135578;-0.151791;-0.12295;-0.098545
Bretagne;2014-01-31;53;0.982491;0.68695;0.553685;0.037019;-0.000398;-0.002912;-0.043156;-0.018103;-0.057641
Bretagne;2014-02-28;53;0.74588;0.592065;0.460122;-0.134709;-0.14329;-0.11476;-0.328939;-0.18993;-0.133313
Bretagne;2014-06-30;53;0.818134;0.622589;0.533847;0.080753;0.12383;0.109298;-0.005368;0.106242;0.161713
