Région;Ancienne région;Nature de procédure;Année;Trimestre;Dernier jour du trimestre;﻿Code région;Code ancienne région;Nombre de procédures (brut)
Bretagne;Bretagne;Sauvegarde;2004;2;2004-06-30;53;53;
Bretagne;Bretagne;Sauvegarde;2007;2;2007-06-30;53;53;7
Bretagne;Bretagne;Sauvegarde;2008;1;2008-03-31;53;53;1
Bretagne;Bretagne;Sauvegarde;2008;4;2008-12-31;53;53;9
Bretagne;Bretagne;Sauvegarde;2009;2;2009-06-30;53;53;10
Bretagne;Bretagne;Sauvegarde;2011;1;2011-03-31;53;53;9
Bretagne;Bretagne;Sauvegarde;2011;2;2011-06-30;53;53;5
Bretagne;Bretagne;Sauvegarde;2011;4;2011-12-31;53;53;10
Bretagne;Bretagne;Sauvegarde;2012;1;2012-03-31;53;53;9
Bretagne;Bretagne;Sauvegarde;2012;2;2012-06-30;53;53;12
Bretagne;Bretagne;Sauvegarde;2013;4;2013-12-31;53;53;7
Bretagne;Bretagne;Sauvegarde;2014;1;2014-03-31;53;53;9
Bretagne;Bretagne;Sauvegarde;2014;4;2014-12-31;53;53;11
Bretagne;Bretagne;Sauvegarde;2015;2;2015-06-30;53;53;7
Bretagne;Bretagne;Sauvegarde;2015;4;2015-12-31;53;53;10
Bretagne;Bretagne;Sauvegarde;2016;3;2016-09-30;53;53;1
Bretagne;Bretagne;Sauvegarde;2017;2;2017-06-30;53;53;5
Bretagne;Bretagne;Sauvegarde;2018;2;2018-06-30;53;53;5
Bretagne;Bretagne;Sauvegarde;2019;1;2019-03-31;53;53;4
Bretagne;Bretagne;Sauvegarde;2019;3;2019-09-30;53;53;5
Bretagne;Bretagne;Sauvegarde;2020;4;2020-12-31;53;53;10
Bretagne;Bretagne;Sauvegarde;2021;1;2021-03-31;53;53;7
Bretagne;Bretagne;Sauvegarde;2022;2;2022-06-30;53;53;5
Bretagne;Bretagne;Sauvegarde;2022;3;2022-09-30;53;53;4
Bretagne;Bretagne;Sauvegarde;2023;2;2023-06-30;53;53;13
Bretagne;Bretagne;Sauvegarde;2023;3;2023-09-30;53;53;7
Bretagne;Bretagne;Sauvegarde;2024;2;2024-06-30;53;53;8
Bretagne;Bretagne;Sauvegarde;2025;4;2025-12-31;53;53;21
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2004;3;2004-09-30;75;54;89
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2004;4;2004-12-31;75;54;100
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2006;3;2006-09-30;75;54;69
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2007;4;2007-12-31;75;54;132
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2010;1;2010-03-31;75;54;121
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2011;2;2011-06-30;75;54;140
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2012;1;2012-03-31;75;54;130
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2012;2;2012-06-30;75;54;124
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2013;2;2013-06-30;75;54;134
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2013;3;2013-09-30;75;54;88
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2013;4;2013-12-31;75;54;134
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2014;4;2014-12-31;75;54;137
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2017;1;2017-03-31;75;54;96
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2017;4;2017-12-31;75;54;76
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2018;1;2018-03-31;75;54;100
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2018;3;2018-09-30;75;54;77
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2018;4;2018-12-31;75;54;94
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2019;3;2019-09-30;75;54;53
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2021;4;2021-12-31;75;54;42
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2023;1;2023-03-31;75;54;57
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2023;2;2023-06-30;75;54;63
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2023;3;2023-09-30;75;54;49
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2024;1;2024-03-31;75;54;78
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2024;3;2024-09-30;75;54;86
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2024;4;2024-12-31;75;54;141
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2025;1;2025-03-31;75;54;118
Nouvelle-Aquitaine;Poitou-Charentes;Redressement judiciaire;2025;2;2025-06-30;75;54;119
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2005;4;2005-12-31;75;54;213
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2006;2;2006-06-30;75;54;177
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2006;3;2006-09-30;75;54;148
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2007;4;2007-12-31;75;54;198
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2008;1;2008-03-31;75;54;217
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2008;4;2008-12-31;75;54;287
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2009;1;2009-03-31;75;54;339
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2009;4;2009-12-31;75;54;282
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2011;2;2011-06-30;75;54;258
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2012;3;2012-09-30;75;54;203
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2013;2;2013-06-30;75;54;315
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2014;2;2014-06-30;75;54;293
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2014;4;2014-12-31;75;54;286
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2015;2;2015-06-30;75;54;256
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2016;1;2016-03-31;75;54;259
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2016;3;2016-09-30;75;54;174
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2016;4;2016-12-31;75;54;238
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2017;1;2017-03-31;75;54;237
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2017;2;2017-06-30;75;54;200
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2017;3;2017-09-30;75;54;177
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2017;4;2017-12-31;75;54;195
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2018;3;2018-09-30;75;54;208
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2020;3;2020-09-30;75;54;91
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2021;1;2021-03-31;75;54;98
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2021;2;2021-06-30;75;54;93
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2023;2;2023-06-30;75;54;185
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2023;3;2023-09-30;75;54;187
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2023;4;2023-12-31;75;54;233
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2025;2;2025-06-30;75;54;257
Nouvelle-Aquitaine;Poitou-Charentes;Liquidation judiciaire;2025;4;2025-12-31;75;54;275
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2004;1;2004-03-31;75;54;
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2004;2;2004-06-30;75;54;
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2004;3;2004-09-30;75;54;
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2005;2;2005-06-30;75;54;
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2006;2;2006-06-30;75;54;4
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2006;4;2006-12-31;75;54;1
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2007;3;2007-09-30;75;54;4
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2008;2;2008-06-30;75;54;5
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2008;3;2008-09-30;75;54;8
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2009;1;2009-03-31;75;54;10
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2009;2;2009-06-30;75;54;11
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2010;2;2010-06-30;75;54;15
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2011;2;2011-06-30;75;54;17
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2011;3;2011-09-30;75;54;13
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2011;4;2011-12-31;75;54;24
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2012;2;2012-06-30;75;54;9
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2013;3;2013-09-30;75;54;20
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2014;3;2014-09-30;75;54;22
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2015;1;2015-03-31;75;54;18
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2015;3;2015-09-30;75;54;23
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2015;4;2015-12-31;75;54;24
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2016;2;2016-06-30;75;54;11
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2016;3;2016-09-30;75;54;8
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2017;1;2017-03-31;75;54;13
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2017;2;2017-06-30;75;54;7
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2017;3;2017-09-30;75;54;6
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2017;4;2017-12-31;75;54;13
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2018;4;2018-12-31;75;54;12
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2019;3;2019-09-30;75;54;4
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2019;4;2019-12-31;75;54;8
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2020;1;2020-03-31;75;54;10
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2020;2;2020-06-30;75;54;14
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2020;3;2020-09-30;75;54;5
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2020;4;2020-12-31;75;54;9
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2021;1;2021-03-31;75;54;7
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2021;2;2021-06-30;75;54;4
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2022;1;2022-03-31;75;54;9
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2022;3;2022-09-30;75;54;12
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2022;4;2022-12-31;75;54;13
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2023;2;2023-06-30;75;54;28
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2024;1;2024-03-31;75;54;13
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2024;4;2024-12-31;75;54;11
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2025;1;2025-03-31;75;54;14
Nouvelle-Aquitaine;Poitou-Charentes;Sauvegarde;2025;4;2025-12-31;75;54;20
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2004;2;2004-06-30;75;72;210
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2004;3;2004-09-30;75;72;150
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2005;4;2005-12-31;75;72;200
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2006;3;2006-09-30;75;72;231
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2006;4;2006-12-31;75;72;255
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2008;3;2008-09-30;75;72;226
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2009;4;2009-12-31;75;72;262
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2010;2;2010-06-30;75;72;298
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2013;1;2013-03-31;75;72;215
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2014;1;2014-03-31;75;72;235
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2014;3;2014-09-30;75;72;232
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2015;3;2015-09-30;75;72;163
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2016;2;2016-06-30;75;72;213
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2017;1;2017-03-31;75;72;259
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2017;4;2017-12-31;75;72;169
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2018;3;2018-09-30;75;72;161
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2019;1;2019-03-31;75;72;293
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2019;3;2019-09-30;75;72;185
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2019;4;2019-12-31;75;72;202
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2020;1;2020-03-31;75;72;162
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2020;2;2020-06-30;75;72;79
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2020;3;2020-09-30;75;72;72
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2020;4;2020-12-31;75;72;73
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2021;2;2021-06-30;75;72;46
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2021;3;2021-09-30;75;72;48
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2022;1;2022-03-31;75;72;104
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2022;2;2022-06-30;75;72;105
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2022;4;2022-12-31;75;72;132
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2024;2;2024-06-30;75;72;248
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2025;1;2025-03-31;75;72;302
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2025;2;2025-06-30;75;72;247
Nouvelle-Aquitaine;Aquitaine;Redressement judiciaire;2026;1;2026-03-31;75;72;350
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2004;2;2004-06-30;75;72;372
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2004;3;2004-09-30;75;72;368
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2006;4;2006-12-31;75;72;474
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2007;2;2007-06-30;75;72;477
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2009;2;2009-06-30;75;72;550
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2009;3;2009-09-30;75;72;549
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2010;3;2010-09-30;75;72;487
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2010;4;2010-12-31;75;72;616
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2012;1;2012-03-31;75;72;621
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2012;2;2012-06-30;75;72;521
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2013;3;2013-09-30;75;72;527
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2013;4;2013-12-31;75;72;661
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2014;4;2014-12-31;75;72;578
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2015;2;2015-06-30;75;72;613
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2016;2;2016-06-30;75;72;493
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2016;3;2016-09-30;75;72;473
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2016;4;2016-12-31;75;72;498
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2017;4;2017-12-31;75;72;425
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2019;1;2019-03-31;75;72;497
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2019;2;2019-06-30;75;72;474
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2020;4;2020-12-31;75;72;258
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2021;1;2021-03-31;75;72;298
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2021;2;2021-06-30;75;72;234
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2021;3;2021-09-30;75;72;214
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2022;4;2022-12-31;75;72;365
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2024;1;2024-03-31;75;72;664
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2025;3;2025-09-30;75;72;657
Nouvelle-Aquitaine;Aquitaine;Liquidation judiciaire;2026;1;2026-03-31;75;72;762
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2004;1;2004-03-31;75;72;
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2006;1;2006-03-31;75;72;4
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2006;3;2006-09-30;75;72;3
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2007;2;2007-06-30;75;72;7
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2009;2;2009-06-30;75;72;38
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2009;3;2009-09-30;75;72;25
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2010;1;2010-03-31;75;72;26
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2010;3;2010-09-30;75;72;23
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2010;4;2010-12-31;75;72;36
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2011;4;2011-12-31;75;72;26
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2012;2;2012-06-30;75;72;30
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2013;1;2013-03-31;75;72;42
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2014;1;2014-03-31;75;72;39
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2014;2;2014-06-30;75;72;25
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2014;4;2014-12-31;75;72;48
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2015;1;2015-03-31;75;72;38
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2015;3;2015-09-30;75;72;23
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2015;4;2015-12-31;75;72;38
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2016;2;2016-06-30;75;72;26
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2017;1;2017-03-31;75;72;33
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2017;2;2017-06-30;75;72;29
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2017;3;2017-09-30;75;72;19
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2017;4;2017-12-31;75;72;13
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2019;4;2019-12-31;75;72;18
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2020;1;2020-03-31;75;72;12
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2020;2;2020-06-30;75;72;14
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2020;3;2020-09-30;75;72;10
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2021;1;2021-03-31;75;72;11
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2022;2;2022-06-30;75;72;13
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2022;3;2022-09-30;75;72;17
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2023;1;2023-03-31;75;72;24
Nouvelle-Aquitaine;Aquitaine;Sauvegarde;2023;3;2023-09-30;75;72;22
Occitanie;Midi-Pyrénées;Redressement judiciaire;2004;3;2004-09-30;76;73;171
Occitanie;Midi-Pyrénées;Redressement judiciaire;2007;1;2007-03-31;76;73;247
Occitanie;Midi-Pyrénées;Redressement judiciaire;2007;2;2007-06-30;76;73;187
Occitanie;Midi-Pyrénées;Redressement judiciaire;2007;3;2007-09-30;76;73;218
Occitanie;Midi-Pyrénées;Redressement judiciaire;2008;2;2008-06-30;76;73;211
Occitanie;Midi-Pyrénées;Redressement judiciaire;2008;3;2008-09-30;76;73;179
Occitanie;Midi-Pyrénées;Redressement judiciaire;2009;1;2009-03-31;76;73;264
Occitanie;Midi-Pyrénées;Redressement judiciaire;2009;3;2009-09-30;76;73;206
Occitanie;Midi-Pyrénées;Redressement judiciaire;2010;1;2010-03-31;76;73;233
Occitanie;Midi-Pyrénées;Redressement judiciaire;2010;2;2010-06-30;76;73;258
Occitanie;Midi-Pyrénées;Redressement judiciaire;2010;4;2010-12-31;76;73;233
Occitanie;Midi-Pyrénées;Redressement judiciaire;2011;2;2011-06-30;76;73;203
Occitanie;Midi-Pyrénées;Redressement judiciaire;2012;1;2012-03-31;76;73;272
Occitanie;Midi-Pyrénées;Redressement judiciaire;2012;2;2012-06-30;76;73;179
Occitanie;Midi-Pyrénées;Redressement judiciaire;2013;2;2013-06-30;76;73;273
Occitanie;Midi-Pyrénées;Redressement judiciaire;2014;1;2014-03-31;76;73;200
Occitanie;Midi-Pyrénées;Redressement judiciaire;2016;1;2016-03-31;76;73;216
Occitanie;Midi-Pyrénées;Redressement judiciaire;2016;3;2016-09-30;76;73;137
Occitanie;Midi-Pyrénées;Redressement judiciaire;2017;1;2017-03-31;76;73;185
Occitanie;Midi-Pyrénées;Redressement judiciaire;2018;2;2018-06-30;76;73;138
Occitanie;Midi-Pyrénées;Redressement judiciaire;2019;4;2019-12-31;76;73;162
Occitanie;Midi-Pyrénées;Redressement judiciaire;2020;1;2020-03-31;76;73;94
Occitanie;Midi-Pyrénées;Redressement judiciaire;2021;1;2021-03-31;76;73;44
Occitanie;Midi-Pyrénées;Redressement judiciaire;2024;3;2024-09-30;76;73;180
Occitanie;Midi-Pyrénées;Redressement judiciaire;2025;2;2025-06-30;76;73;189
Occitanie;Midi-Pyrénées;Redressement judiciaire;2025;3;2025-09-30;76;73;176
Occitanie;Midi-Pyrénées;Redressement judiciaire;2026;1;2026-03-31;76;73;230
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2004;2;2004-06-30;76;73;304
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2005;1;2005-03-31;76;73;302
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2005;2;2005-06-30;76;73;317
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2006;1;2006-03-31;76;73;428
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2007;3;2007-09-30;76;73;397
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2009;2;2009-06-30;76;73;519
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2010;3;2010-09-30;76;73;481
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2010;4;2010-12-31;76;73;544
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2011;4;2011-12-31;76;73;447
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2012;2;2012-06-30;76;73;448
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2012;3;2012-09-30;76;73;465
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2013;1;2013-03-31;76;73;587
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2013;3;2013-09-30;76;73;524
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2014;1;2014-03-31;76;73;531
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2015;1;2015-03-31;76;73;571
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2016;3;2016-09-30;76;73;391
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2017;2;2017-06-30;76;73;386
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2018;1;2018-03-31;76;73;479
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2019;1;2019-03-31;76;73;428
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2020;1;2020-03-31;76;73;286
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2020;3;2020-09-30;76;73;212
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2021;1;2021-03-31;76;73;225
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2022;1;2022-03-31;76;73;293
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2022;4;2022-12-31;76;73;338
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2023;2;2023-06-30;76;73;401
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2024;3;2024-09-30;76;73;450
Occitanie;Midi-Pyrénées;Liquidation judiciaire;2026;1;2026-03-31;76;73;549
Occitanie;Midi-Pyrénées;Sauvegarde;2004;2;2004-06-30;76;73;
Occitanie;Midi-Pyrénées;Sauvegarde;2004;4;2004-12-31;76;73;
Occitanie;Midi-Pyrénées;Sauvegarde;2006;2;2006-06-30;76;73;2
Occitanie;Midi-Pyrénées;Sauvegarde;2006;4;2006-12-31;76;73;7
Occitanie;Midi-Pyrénées;Sauvegarde;2007;2;2007-06-30;76;73;10
Occitanie;Midi-Pyrénées;Sauvegarde;2007;4;2007-12-31;76;73;4
Occitanie;Midi-Pyrénées;Sauvegarde;2008;1;2008-03-31;76;73;1
Occitanie;Midi-Pyrénées;Sauvegarde;2008;3;2008-09-30;76;73;13
Occitanie;Midi-Pyrénées;Sauvegarde;2009;1;2009-03-31;76;73;14
Occitanie;Midi-Pyrénées;Sauvegarde;2010;1;2010-03-31;76;73;20
Occitanie;Midi-Pyrénées;Sauvegarde;2010;3;2010-09-30;76;73;12
Occitanie;Midi-Pyrénées;Sauvegarde;2010;4;2010-12-31;76;73;26
Occitanie;Midi-Pyrénées;Sauvegarde;2011;2;2011-06-30;76;73;21
Occitanie;Midi-Pyrénées;Sauvegarde;2011;3;2011-09-30;76;73;23
Occitanie;Midi-Pyrénées;Sauvegarde;2013;1;2013-03-31;76;73;24
Occitanie;Midi-Pyrénées;Sauvegarde;2013;2;2013-06-30;76;73;22
Occitanie;Midi-Pyrénées;Sauvegarde;2015;4;2015-12-31;76;73;28
